plate,well,runtime,measure,run,measures_pp
S1L2,F01,52607,0.455,SR1_results_DRUGPLATES_2019-07-02,0.377
S1L2,F02,0,0.083,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F02,936,0.084,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,F02,1877,0.085,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,F02,2808,0.086,SR1_results_DRUGPLATES_2019-07-02,0.002999999999999989
S1L2,F02,3749,0.087,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S1L2,F02,4689,0.088,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F02,5630,0.089,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L2,F02,6571,0.091,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L2,F02,7513,0.093,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L2,F02,8454,0.098,SR1_results_DRUGPLATES_2019-07-02,0.015
S1L2,F02,9394,0.102,SR1_results_DRUGPLATES_2019-07-02,0.01899999999999999
S1L2,F02,10336,0.109,SR1_results_DRUGPLATES_2019-07-02,0.025999999999999995
S1L2,F02,11277,0.11,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L2,F02,12218,0.117,SR1_results_DRUGPLATES_2019-07-02,0.034
S1L2,F02,13159,0.12,SR1_results_DRUGPLATES_2019-07-02,0.03699999999999999
S1L2,F02,16951,0.138,SR1_results_DRUGPLATES_2019-07-02,0.05500000000000001
S1L2,F02,17903,0.143,SR1_results_DRUGPLATES_2019-07-02,0.059999999999999984
S1L2,F02,18854,0.149,SR1_results_DRUGPLATES_2019-07-02,0.06599999999999999
S1L2,F02,19804,0.154,SR1_results_DRUGPLATES_2019-07-02,0.071
S1L2,F02,20766,0.158,SR1_results_DRUGPLATES_2019-07-02,0.075
S1L2,F02,21717,0.164,SR1_results_DRUGPLATES_2019-07-02,0.081
S1L2,F02,38952,0.261,SR1_results_DRUGPLATES_2019-07-02,0.178
S1L2,F02,39923,0.267,SR1_results_DRUGPLATES_2019-07-02,0.184
S1L2,F02,40894,0.272,SR1_results_DRUGPLATES_2019-07-02,0.189
S1L2,F02,41865,0.276,SR1_results_DRUGPLATES_2019-07-02,0.193
S1L2,F02,42836,0.282,SR1_results_DRUGPLATES_2019-07-02,0.19899999999999995
S1L2,F02,43807,0.288,SR1_results_DRUGPLATES_2019-07-02,0.20499999999999996
S1L2,F02,44777,0.293,SR1_results_DRUGPLATES_2019-07-02,0.20999999999999996
S1L2,F02,45749,0.299,SR1_results_DRUGPLATES_2019-07-02,0.21599999999999997
S1L2,F02,46730,0.302,SR1_results_DRUGPLATES_2019-07-02,0.21899999999999997
S1L2,F02,47710,0.308,SR1_results_DRUGPLATES_2019-07-02,0.22499999999999998
S1L2,F02,48682,0.313,SR1_results_DRUGPLATES_2019-07-02,0.22999999999999998
S1L2,F02,49662,0.317,SR1_results_DRUGPLATES_2019-07-02,0.23399999999999999
S1L2,F02,50643,0.32,SR1_results_DRUGPLATES_2019-07-02,0.237
S1L2,F02,51625,0.326,SR1_results_DRUGPLATES_2019-07-02,0.243
S1L2,F02,52607,0.332,SR1_results_DRUGPLATES_2019-07-02,0.249
S1L2,F03,0,0.083,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F03,936,0.084,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,F03,1877,0.085,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,F03,2808,0.086,SR1_results_DRUGPLATES_2019-07-02,0.002999999999999989
S1L2,F03,3749,0.088,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F03,4689,0.089,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L2,F03,5630,0.092,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L2,F03,6571,0.098,SR1_results_DRUGPLATES_2019-07-02,0.015
S1L2,F03,7513,0.104,SR1_results_DRUGPLATES_2019-07-02,0.02099999999999999
S1L2,F03,8454,0.113,SR1_results_DRUGPLATES_2019-07-02,0.03
S1L2,F03,9394,0.12,SR1_results_DRUGPLATES_2019-07-02,0.03699999999999999
S1L2,F03,10336,0.13,SR1_results_DRUGPLATES_2019-07-02,0.047
S1L2,F03,11277,0.136,SR1_results_DRUGPLATES_2019-07-02,0.053000000000000005
S1L2,F03,12218,0.147,SR1_results_DRUGPLATES_2019-07-02,0.06399999999999999
S1L2,F03,13159,0.156,SR1_results_DRUGPLATES_2019-07-02,0.073
S1L2,F03,16951,0.193,SR1_results_DRUGPLATES_2019-07-02,0.11
S1L2,F03,17903,0.201,SR1_results_DRUGPLATES_2019-07-02,0.11800000000000001
S1L2,F03,18854,0.21,SR1_results_DRUGPLATES_2019-07-02,0.127
S1L2,F03,19804,0.218,SR1_results_DRUGPLATES_2019-07-02,0.135
S1L2,F03,20766,0.226,SR1_results_DRUGPLATES_2019-07-02,0.14300000000000002
S1L2,F03,21717,0.234,SR1_results_DRUGPLATES_2019-07-02,0.15100000000000002
S1L2,F03,38952,0.336,SR1_results_DRUGPLATES_2019-07-02,0.253
S1L2,F03,39923,0.34,SR1_results_DRUGPLATES_2019-07-02,0.257
S1L2,F03,40894,0.345,SR1_results_DRUGPLATES_2019-07-02,0.26199999999999996
S1L2,F03,41865,0.348,SR1_results_DRUGPLATES_2019-07-02,0.26499999999999996
S1L2,F03,42836,0.352,SR1_results_DRUGPLATES_2019-07-02,0.26899999999999996
S1L2,F03,43807,0.356,SR1_results_DRUGPLATES_2019-07-02,0.27299999999999996
S1L2,F03,44777,0.36,SR1_results_DRUGPLATES_2019-07-02,0.27699999999999997
S1L2,F03,45749,0.364,SR1_results_DRUGPLATES_2019-07-02,0.28099999999999997
S1L2,F03,46730,0.367,SR1_results_DRUGPLATES_2019-07-02,0.284
S1L2,F03,47710,0.37,SR1_results_DRUGPLATES_2019-07-02,0.287
S1L2,F03,48682,0.373,SR1_results_DRUGPLATES_2019-07-02,0.29
S1L2,F03,49662,0.376,SR1_results_DRUGPLATES_2019-07-02,0.293
S1L2,F03,50643,0.379,SR1_results_DRUGPLATES_2019-07-02,0.296
S1L2,F03,51625,0.382,SR1_results_DRUGPLATES_2019-07-02,0.299
S1L2,F03,52607,0.385,SR1_results_DRUGPLATES_2019-07-02,0.302
S1L2,F04,0,0.083,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F04,936,0.085,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,F04,1877,0.089,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L2,F04,2808,0.091,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L2,F04,3749,0.094,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L2,F04,4689,0.105,SR1_results_DRUGPLATES_2019-07-02,0.021999999999999992
S1L2,F04,5630,0.115,SR1_results_DRUGPLATES_2019-07-02,0.032
S1L2,F04,6571,0.124,SR1_results_DRUGPLATES_2019-07-02,0.040999999999999995
S1L2,F04,7513,0.132,SR1_results_DRUGPLATES_2019-07-02,0.049
S1L2,F04,8454,0.145,SR1_results_DRUGPLATES_2019-07-02,0.061999999999999986
S1L2,F04,9394,0.159,SR1_results_DRUGPLATES_2019-07-02,0.076
S1L2,F04,10336,0.174,SR1_results_DRUGPLATES_2019-07-02,0.09099999999999998
S1L2,F04,11277,0.185,SR1_results_DRUGPLATES_2019-07-02,0.102
S1L2,F04,12218,0.2,SR1_results_DRUGPLATES_2019-07-02,0.117
S1L2,F04,13159,0.213,SR1_results_DRUGPLATES_2019-07-02,0.13
S1L2,F04,16951,0.253,SR1_results_DRUGPLATES_2019-07-02,0.16999999999999998
S1L2,F04,17903,0.261,SR1_results_DRUGPLATES_2019-07-02,0.178
S1L2,F04,18854,0.267,SR1_results_DRUGPLATES_2019-07-02,0.184
S1L2,F04,19804,0.274,SR1_results_DRUGPLATES_2019-07-02,0.191
S1L2,F04,20766,0.28,SR1_results_DRUGPLATES_2019-07-02,0.197
S1L2,F04,21717,0.283,SR1_results_DRUGPLATES_2019-07-02,0.19999999999999996
S1L2,F04,38952,0.393,SR1_results_DRUGPLATES_2019-07-02,0.31
S1L2,F04,39923,0.407,SR1_results_DRUGPLATES_2019-07-02,0.32399999999999995
S1L2,F04,40894,0.43,SR1_results_DRUGPLATES_2019-07-02,0.347
S1L2,F04,41865,0.467,SR1_results_DRUGPLATES_2019-07-02,0.384
S1L2,F04,42836,0.494,SR1_results_DRUGPLATES_2019-07-02,0.411
S1L2,F04,43807,0.524,SR1_results_DRUGPLATES_2019-07-02,0.441
S1L2,F04,44777,0.543,SR1_results_DRUGPLATES_2019-07-02,0.46
S1L2,F04,45749,0.557,SR1_results_DRUGPLATES_2019-07-02,0.47400000000000003
S1L2,F04,46730,0.573,SR1_results_DRUGPLATES_2019-07-02,0.48999999999999994
S1L2,F04,47710,0.594,SR1_results_DRUGPLATES_2019-07-02,0.511
S1L2,F04,48682,0.593,SR1_results_DRUGPLATES_2019-07-02,0.51
S1L2,F04,49662,0.596,SR1_results_DRUGPLATES_2019-07-02,0.513
S1L2,F04,50643,0.596,SR1_results_DRUGPLATES_2019-07-02,0.513
S1L2,F04,51625,0.59,SR1_results_DRUGPLATES_2019-07-02,0.507
S1L2,F04,52607,0.607,SR1_results_DRUGPLATES_2019-07-02,0.524
S1L2,F05,0,0.081,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F05,936,0.083,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,F05,1877,0.085,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L2,F05,2808,0.086,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F05,3749,0.088,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L2,F05,4689,0.093,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L2,F05,5630,0.106,SR1_results_DRUGPLATES_2019-07-02,0.024999999999999994
S1L2,F05,6571,0.115,SR1_results_DRUGPLATES_2019-07-02,0.034
S1L2,F05,7513,0.122,SR1_results_DRUGPLATES_2019-07-02,0.040999999999999995
S1L2,F05,8454,0.13,SR1_results_DRUGPLATES_2019-07-02,0.049
S1L2,F05,9394,0.141,SR1_results_DRUGPLATES_2019-07-02,0.059999999999999984
S1L2,F05,10336,0.153,SR1_results_DRUGPLATES_2019-07-02,0.072
S1L2,F05,11277,0.164,SR1_results_DRUGPLATES_2019-07-02,0.083
S1L2,F05,12218,0.177,SR1_results_DRUGPLATES_2019-07-02,0.09599999999999999
S1L2,F05,13159,0.191,SR1_results_DRUGPLATES_2019-07-02,0.11
S1L2,F05,16951,0.244,SR1_results_DRUGPLATES_2019-07-02,0.16299999999999998
S1L2,F05,17903,0.256,SR1_results_DRUGPLATES_2019-07-02,0.175
S1L2,F05,18854,0.268,SR1_results_DRUGPLATES_2019-07-02,0.187
S1L2,F05,19804,0.278,SR1_results_DRUGPLATES_2019-07-02,0.197
S1L2,F05,20766,0.287,SR1_results_DRUGPLATES_2019-07-02,0.20599999999999996
S1L2,F05,21717,0.296,SR1_results_DRUGPLATES_2019-07-02,0.21499999999999997
S1L2,F05,38952,0.365,SR1_results_DRUGPLATES_2019-07-02,0.284
S1L2,F05,39923,0.367,SR1_results_DRUGPLATES_2019-07-02,0.286
S1L2,F05,40894,0.37,SR1_results_DRUGPLATES_2019-07-02,0.289
S1L2,F05,41865,0.372,SR1_results_DRUGPLATES_2019-07-02,0.291
S1L2,F05,42836,0.374,SR1_results_DRUGPLATES_2019-07-02,0.293
S1L2,F05,43807,0.375,SR1_results_DRUGPLATES_2019-07-02,0.294
S1L2,F05,44777,0.376,SR1_results_DRUGPLATES_2019-07-02,0.295
S1L2,F05,45749,0.378,SR1_results_DRUGPLATES_2019-07-02,0.297
S1L2,F05,46730,0.38,SR1_results_DRUGPLATES_2019-07-02,0.299
S1L2,F05,47710,0.38,SR1_results_DRUGPLATES_2019-07-02,0.299
S1L2,F05,48682,0.381,SR1_results_DRUGPLATES_2019-07-02,0.3
S1L2,F05,49662,0.383,SR1_results_DRUGPLATES_2019-07-02,0.302
S1L2,F05,50643,0.383,SR1_results_DRUGPLATES_2019-07-02,0.302
S1L2,F05,51625,0.383,SR1_results_DRUGPLATES_2019-07-02,0.302
S1L2,F05,52607,0.385,SR1_results_DRUGPLATES_2019-07-02,0.304
S1L2,F06,0,0.083,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F06,936,0.084,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,F06,1877,0.086,SR1_results_DRUGPLATES_2019-07-02,0.002999999999999989
S1L2,F06,2808,0.088,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F06,3749,0.09,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L2,F06,4689,0.094,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L2,F06,5630,0.102,SR1_results_DRUGPLATES_2019-07-02,0.01899999999999999
S1L2,F06,6571,0.112,SR1_results_DRUGPLATES_2019-07-02,0.028999999999999998
S1L2,F06,7513,0.12,SR1_results_DRUGPLATES_2019-07-02,0.03699999999999999
S1L2,F06,8454,0.131,SR1_results_DRUGPLATES_2019-07-02,0.048
S1L2,F06,9394,0.141,SR1_results_DRUGPLATES_2019-07-02,0.05799999999999998
S1L2,F06,10336,0.152,SR1_results_DRUGPLATES_2019-07-02,0.06899999999999999
S1L2,F06,11277,0.16,SR1_results_DRUGPLATES_2019-07-02,0.077
S1L2,F06,12218,0.172,SR1_results_DRUGPLATES_2019-07-02,0.08899999999999998
S1L2,F06,13159,0.185,SR1_results_DRUGPLATES_2019-07-02,0.102
S1L2,F06,16951,0.238,SR1_results_DRUGPLATES_2019-07-02,0.15499999999999997
S1L2,F06,17903,0.252,SR1_results_DRUGPLATES_2019-07-02,0.16899999999999998
S1L2,F06,18854,0.266,SR1_results_DRUGPLATES_2019-07-02,0.183
S1L2,F06,19804,0.278,SR1_results_DRUGPLATES_2019-07-02,0.195
S1L2,F06,20766,0.291,SR1_results_DRUGPLATES_2019-07-02,0.20799999999999996
S1L2,F06,21717,0.302,SR1_results_DRUGPLATES_2019-07-02,0.21899999999999997
S1L2,F06,38952,0.469,SR1_results_DRUGPLATES_2019-07-02,0.38599999999999995
S1L2,F06,39923,0.488,SR1_results_DRUGPLATES_2019-07-02,0.40499999999999997
S1L2,F06,40894,0.512,SR1_results_DRUGPLATES_2019-07-02,0.429
S1L2,F06,41865,0.526,SR1_results_DRUGPLATES_2019-07-02,0.443
S1L2,F06,42836,0.554,SR1_results_DRUGPLATES_2019-07-02,0.47100000000000003
S1L2,F06,43807,0.584,SR1_results_DRUGPLATES_2019-07-02,0.501
S1L2,F06,44777,0.604,SR1_results_DRUGPLATES_2019-07-02,0.521
S1L2,F06,45749,0.621,SR1_results_DRUGPLATES_2019-07-02,0.538
S1L2,F06,46730,0.641,SR1_results_DRUGPLATES_2019-07-02,0.558
S1L2,F06,47710,0.658,SR1_results_DRUGPLATES_2019-07-02,0.5750000000000001
S1L2,F06,48682,0.672,SR1_results_DRUGPLATES_2019-07-02,0.5890000000000001
S1L2,F06,49662,0.677,SR1_results_DRUGPLATES_2019-07-02,0.5940000000000001
S1L2,F06,50643,0.676,SR1_results_DRUGPLATES_2019-07-02,0.5930000000000001
S1L2,F06,51625,0.678,SR1_results_DRUGPLATES_2019-07-02,0.5950000000000001
S1L2,F06,52607,0.701,SR1_results_DRUGPLATES_2019-07-02,0.618
S1L2,F07,0,0.085,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F07,936,0.086,SR1_results_DRUGPLATES_2019-07-02,9.99999999999987e-4
S1L2,F07,1877,0.087,SR1_results_DRUGPLATES_2019-07-02,0.001999999999999988
S1L2,F07,2808,0.089,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S1L2,F07,3749,0.09,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F07,4689,0.09,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F07,5630,0.091,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L2,F07,6571,0.092,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L2,F07,7513,0.093,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L2,F07,8454,0.094,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L2,F07,9394,0.096,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L2,F07,10336,0.097,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L2,F07,11277,0.098,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L2,F07,12218,0.101,SR1_results_DRUGPLATES_2019-07-02,0.016
S1L2,F07,13159,0.103,SR1_results_DRUGPLATES_2019-07-02,0.017999999999999988
S1L2,F07,16951,0.112,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L2,F07,17903,0.115,SR1_results_DRUGPLATES_2019-07-02,0.03
S1L2,F07,18854,0.119,SR1_results_DRUGPLATES_2019-07-02,0.03399999999999999
S1L2,F07,19804,0.121,SR1_results_DRUGPLATES_2019-07-02,0.03599999999999999
S1L2,F07,20766,0.123,SR1_results_DRUGPLATES_2019-07-02,0.03799999999999999
S1L2,F07,21717,0.127,SR1_results_DRUGPLATES_2019-07-02,0.041999999999999996
S1L2,F07,38952,0.173,SR1_results_DRUGPLATES_2019-07-02,0.08799999999999998
S1L2,F07,39923,0.179,SR1_results_DRUGPLATES_2019-07-02,0.09399999999999999
S1L2,F07,40894,0.181,SR1_results_DRUGPLATES_2019-07-02,0.09599999999999999
S1L2,F07,41865,0.181,SR1_results_DRUGPLATES_2019-07-02,0.09599999999999999
S1L2,F07,42836,0.189,SR1_results_DRUGPLATES_2019-07-02,0.104
S1L2,F07,43807,0.195,SR1_results_DRUGPLATES_2019-07-02,0.11
S1L2,F07,44777,0.198,SR1_results_DRUGPLATES_2019-07-02,0.113
S1L2,F07,45749,0.204,SR1_results_DRUGPLATES_2019-07-02,0.11899999999999998
S1L2,F07,46730,0.208,SR1_results_DRUGPLATES_2019-07-02,0.12299999999999998
S1L2,F07,47710,0.216,SR1_results_DRUGPLATES_2019-07-02,0.131
S1L2,F07,48682,0.22,SR1_results_DRUGPLATES_2019-07-02,0.135
S1L2,F07,49662,0.227,SR1_results_DRUGPLATES_2019-07-02,0.14200000000000002
S1L2,F07,50643,0.231,SR1_results_DRUGPLATES_2019-07-02,0.14600000000000002
S1L2,F07,51625,0.234,SR1_results_DRUGPLATES_2019-07-02,0.14900000000000002
S1L2,F07,52607,0.238,SR1_results_DRUGPLATES_2019-07-02,0.15299999999999997
S1L2,F08,0,0.086,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F08,936,0.086,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F08,1877,0.087,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,F08,2808,0.088,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,F08,3749,0.09,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L2,F08,4689,0.096,SR1_results_DRUGPLATES_2019-07-02,0.010000000000000009
S1L2,F08,5630,0.129,SR1_results_DRUGPLATES_2019-07-02,0.04300000000000001
S1L2,F08,6571,0.178,SR1_results_DRUGPLATES_2019-07-02,0.092
S1L2,F08,7513,0.208,SR1_results_DRUGPLATES_2019-07-02,0.122
S1L2,F08,8454,0.229,SR1_results_DRUGPLATES_2019-07-02,0.14300000000000002
S1L2,F08,9394,0.246,SR1_results_DRUGPLATES_2019-07-02,0.16
S1L2,F08,10336,0.256,SR1_results_DRUGPLATES_2019-07-02,0.17
S1L2,F08,11277,0.263,SR1_results_DRUGPLATES_2019-07-02,0.17700000000000002
S1L2,F08,12218,0.27,SR1_results_DRUGPLATES_2019-07-02,0.18400000000000002
S1L2,F08,13159,0.274,SR1_results_DRUGPLATES_2019-07-02,0.18800000000000003
S1L2,F08,16951,0.288,SR1_results_DRUGPLATES_2019-07-02,0.20199999999999999
S1L2,F08,17903,0.289,SR1_results_DRUGPLATES_2019-07-02,0.20299999999999999
S1L2,F08,18854,0.29,SR1_results_DRUGPLATES_2019-07-02,0.204
S1L2,F08,19804,0.291,SR1_results_DRUGPLATES_2019-07-02,0.205
S1L2,F08,20766,0.291,SR1_results_DRUGPLATES_2019-07-02,0.205
S1L2,F08,21717,0.292,SR1_results_DRUGPLATES_2019-07-02,0.206
S1L2,F08,38952,0.266,SR1_results_DRUGPLATES_2019-07-02,0.18000000000000002
S1L2,F08,39923,0.265,SR1_results_DRUGPLATES_2019-07-02,0.17900000000000002
S1L2,F08,40894,0.266,SR1_results_DRUGPLATES_2019-07-02,0.18000000000000002
S1L2,F08,41865,0.267,SR1_results_DRUGPLATES_2019-07-02,0.18100000000000002
S1L2,F08,42836,0.27,SR1_results_DRUGPLATES_2019-07-02,0.18400000000000002
S1L2,F08,43807,0.273,SR1_results_DRUGPLATES_2019-07-02,0.18700000000000003
S1L2,F08,44777,0.275,SR1_results_DRUGPLATES_2019-07-02,0.18900000000000003
S1L2,F08,45749,0.277,SR1_results_DRUGPLATES_2019-07-02,0.19100000000000003
S1L2,F08,46730,0.277,SR1_results_DRUGPLATES_2019-07-02,0.19100000000000003
S1L2,F08,47710,0.278,SR1_results_DRUGPLATES_2019-07-02,0.19200000000000003
S1L2,F08,48682,0.279,SR1_results_DRUGPLATES_2019-07-02,0.19300000000000003
S1L2,F08,49662,0.279,SR1_results_DRUGPLATES_2019-07-02,0.19300000000000003
S1L2,F08,50643,0.279,SR1_results_DRUGPLATES_2019-07-02,0.19300000000000003
S1L2,F08,51625,0.278,SR1_results_DRUGPLATES_2019-07-02,0.19200000000000003
S1L2,F08,52607,0.279,SR1_results_DRUGPLATES_2019-07-02,0.19300000000000003
S1L2,F09,0,0.089,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F09,936,0.09,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,F09,1877,0.091,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,F09,2808,0.092,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L2,F09,3749,0.093,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L2,F09,4689,0.094,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L2,F09,5630,0.095,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L2,F09,6571,0.096,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L2,F09,7513,0.097,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L2,F09,8454,0.097,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L2,F09,9394,0.098,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L2,F09,10336,0.1,SR1_results_DRUGPLATES_2019-07-02,0.01100000000000001
S1L2,F09,11277,0.1,SR1_results_DRUGPLATES_2019-07-02,0.01100000000000001
S1L2,F09,12218,0.102,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L2,F09,13159,0.103,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S1L2,F09,16951,0.108,SR1_results_DRUGPLATES_2019-07-02,0.019000000000000003
S1L2,F09,17903,0.111,SR1_results_DRUGPLATES_2019-07-02,0.022000000000000006
S1L2,F09,18854,0.111,SR1_results_DRUGPLATES_2019-07-02,0.022000000000000006
S1L2,F09,19804,0.113,SR1_results_DRUGPLATES_2019-07-02,0.024000000000000007
S1L2,F09,20766,0.113,SR1_results_DRUGPLATES_2019-07-02,0.024000000000000007
S1L2,F09,21717,0.115,SR1_results_DRUGPLATES_2019-07-02,0.02600000000000001
S1L2,F09,38952,0.133,SR1_results_DRUGPLATES_2019-07-02,0.04400000000000001
S1L2,F09,39923,0.135,SR1_results_DRUGPLATES_2019-07-02,0.04600000000000001
S1L2,F09,40894,0.136,SR1_results_DRUGPLATES_2019-07-02,0.047000000000000014
S1L2,F09,41865,0.135,SR1_results_DRUGPLATES_2019-07-02,0.04600000000000001
S1L2,F09,42836,0.138,SR1_results_DRUGPLATES_2019-07-02,0.049000000000000016
S1L2,F09,43807,0.138,SR1_results_DRUGPLATES_2019-07-02,0.049000000000000016
S1L2,F09,44777,0.139,SR1_results_DRUGPLATES_2019-07-02,0.05000000000000002
S1L2,F09,45749,0.143,SR1_results_DRUGPLATES_2019-07-02,0.05399999999999999
S1L2,F09,46730,0.142,SR1_results_DRUGPLATES_2019-07-02,0.05299999999999999
S1L2,F09,47710,0.143,SR1_results_DRUGPLATES_2019-07-02,0.05399999999999999
S1L2,F09,48682,0.144,SR1_results_DRUGPLATES_2019-07-02,0.05499999999999999
S1L2,F09,49662,0.145,SR1_results_DRUGPLATES_2019-07-02,0.055999999999999994
S1L2,F09,50643,0.144,SR1_results_DRUGPLATES_2019-07-02,0.05499999999999999
S1L2,F09,51625,0.148,SR1_results_DRUGPLATES_2019-07-02,0.059
S1L2,F09,52607,0.149,SR1_results_DRUGPLATES_2019-07-02,0.06
S1L2,F10,0,0.085,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,F10,936,0.087,SR1_results_DRUGPLATES_2019-07-02,0.001999999999999988
S1L2,F10,1877,0.087,SR1_results_DRUGPLATES_2019-07-02,0.001999999999999988
S1L2,F10,2808,0.09,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,F10,3749,0.092,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L2,F10,4689,0.101,SR1_results_DRUGPLATES_2019-07-02,0.016
S1L2,F10,5630,0.113,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L2,F10,6571,0.119,SR1_results_DRUGPLATES_2019-07-02,0.03399999999999999
S1L2,F10,7513,0.125,SR1_results_DRUGPLATES_2019-07-02,0.039999999999999994
S1L2,F10,8454,0.132,SR1_results_DRUGPLATES_2019-07-02,0.047
S1L2,F10,9394,0.139,SR1_results_DRUGPLATES_2019-07-02,0.054000000000000006
S1L2,F10,10336,0.148,SR1_results_DRUGPLATES_2019-07-02,0.06299999999999999
S1L2,F10,11277,0.154,SR1_results_DRUGPLATES_2019-07-02,0.06899999999999999
S1L2,F10,12218,0.162,SR1_results_DRUGPLATES_2019-07-02,0.077
S1L2,F10,13159,0.173,SR1_results_DRUGPLATES_2019-07-02,0.08799999999999998
S1L2,F10,16951,0.21,SR1_results_DRUGPLATES_2019-07-02,0.12499999999999999
S1L2,F10,17903,0.22,SR1_results_DRUGPLATES_2019-07-02,0.135
S1L2,F10,18854,0.232,SR1_results_DRUGPLATES_2019-07-02,0.14700000000000002
S1L2,F10,19804,0.24,SR1_results_DRUGPLATES_2019-07-02,0.15499999999999997
S1L2,F10,20766,0.249,SR1_results_DRUGPLATES_2019-07-02,0.16399999999999998
S1L2,F10,21717,0.258,SR1_results_DRUGPLATES_2019-07-02,0.173
S1L2,F10,38952,0.419,SR1_results_DRUGPLATES_2019-07-02,0.33399999999999996
S1L2,F10,39923,0.432,SR1_results_DRUGPLATES_2019-07-02,0.347
S1L2,F10,40894,0.457,SR1_results_DRUGPLATES_2019-07-02,0.372
S1L2,F10,41865,0.475,SR1_results_DRUGPLATES_2019-07-02,0.38999999999999996
S1L2,F10,42836,0.511,SR1_results_DRUGPLATES_2019-07-02,0.426
S1L2,F10,43807,0.534,SR1_results_DRUGPLATES_2019-07-02,0.449
S1L2,F10,44777,0.551,SR1_results_DRUGPLATES_2019-07-02,0.466
