plate,well,runtime,measure,sample,sample.2,run,measures_pp
S1L1,H09,20764,0.12,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03499999999999999
S1L1,H09,21715,0.125,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.039999999999999994
S1L1,H09,38949,0.274,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.189
S1L1,H09,39920,0.289,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.20399999999999996
S1L1,H09,40891,0.3,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.21499999999999997
S1L1,H09,41862,0.316,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.23099999999999998
S1L1,H09,42833,0.332,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.247
S1L1,H09,43803,0.346,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.26099999999999995
S1L1,H09,44774,0.356,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.27099999999999996
S1L1,H09,45745,0.372,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.287
S1L1,H09,46726,0.384,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.299
S1L1,H09,47707,0.396,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.311
S1L1,H09,48678,0.407,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.32199999999999995
S1L1,H09,49658,0.418,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.33299999999999996
S1L1,H09,50639,0.429,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.344
S1L1,H09,51620,0.441,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.356
S1L1,H09,52601,0.456,2-Deoxy-D-glucose,H2O,SR1_results_DRUGPLATES_2019-07-02,0.371
S1L1,H10,0,0.088,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,H10,938,0.09,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L1,H10,1878,0.092,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L1,H10,2809,0.093,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L1,H10,3750,0.094,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,H10,4691,0.094,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,H10,5631,0.095,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H10,6572,0.094,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,H10,7513,0.095,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H10,8454,0.095,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H10,9395,0.095,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H10,10335,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,11276,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,12217,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,13158,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,16951,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,17902,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,18853,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,19803,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,20764,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,21715,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,38949,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,39920,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,40891,0.095,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H10,41862,0.097,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,H10,42833,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,43803,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,44774,0.096,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H10,45745,0.097,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,H10,46726,0.097,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,H10,47707,0.097,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,H10,48678,0.097,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,H10,49658,0.097,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,H10,50639,0.098,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.010000000000000009
S1L1,H10,51620,0.099,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.01100000000000001
S1L1,H10,52601,0.098,5-Fluorouracil,DMSO,SR1_results_DRUGPLATES_2019-07-02,0.010000000000000009
S1L1,H11,0,0.109,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,H11,938,0.116,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H11,1878,0.117,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H11,2809,0.118,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,H11,3750,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,4691,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,5631,0.121,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L1,H11,6572,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,7513,0.117,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H11,8454,0.117,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H11,9395,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,10335,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,11276,0.116,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H11,12217,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,13158,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,16951,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,17902,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,18853,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,19803,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,20764,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,21715,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,38949,0.117,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H11,39920,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,40891,0.118,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,H11,41862,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,42833,0.116,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H11,43803,0.121,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L1,H11,44774,0.118,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,H11,45745,0.116,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H11,46726,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,47707,0.122,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L1,H11,48678,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,49658,0.12,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,H11,50639,0.117,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H11,51620,0.119,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,H11,52601,0.114,Copper(II) sulfate,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L1,H12,0,0.086,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,H12,938,0.087,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L1,H12,1878,0.089,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L1,H12,2809,0.09,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L1,H12,3750,0.092,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,H12,4691,0.093,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,H12,5631,0.094,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,H12,6572,0.096,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010000000000000009
S1L1,H12,7513,0.098,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.01200000000000001
S1L1,H12,8454,0.099,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.013000000000000012
S1L1,H12,9395,0.1,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.014000000000000012
S1L1,H12,10335,0.102,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.016
S1L1,H12,11276,0.104,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.018000000000000002
S1L1,H12,12217,0.106,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.020000000000000004
S1L1,H12,13158,0.112,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.02600000000000001
S1L1,H12,16951,0.112,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.02600000000000001
S1L1,H12,17902,0.114,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.02800000000000001
S1L1,H12,18853,0.12,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.034
S1L1,H12,19803,0.122,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.036000000000000004
S1L1,H12,20764,0.131,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.04500000000000001
S1L1,H12,21715,0.145,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.059
S1L1,H12,38949,0.625,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.539
S1L1,H12,39920,0.657,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5710000000000001
S1L1,H12,40891,0.683,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5970000000000001
S1L1,H12,41862,0.711,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.625
S1L1,H12,42833,0.731,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.645
S1L1,H12,43803,0.735,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.649
S1L1,H12,44774,0.724,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.638
S1L1,H12,45745,0.72,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.634
S1L1,H12,46726,0.712,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.626
S1L1,H12,47707,0.706,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.62
S1L1,H12,48678,0.71,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.624
S1L1,H12,49658,0.706,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.62
S1L1,H12,50639,0.703,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.617
S1L1,H12,51620,0.702,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.616
S1L1,H12,52601,0.704,Benzamidine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.618
S1L2,A01,0,0.08,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,A01,936,0.082,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,A01,1877,0.083,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L2,A01,2808,0.085,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L2,A01,3749,0.087,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L2,A01,4689,0.09,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L2,A01,5630,0.095,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.015
S1L2,A01,6571,0.102,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.021999999999999992
S1L2,A01,7513,0.106,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.025999999999999995
S1L2,A01,8454,0.113,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.033
S1L2,A01,9394,0.117,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.037000000000000005
S1L2,A01,10336,0.124,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.044
S1L2,A01,11277,0.129,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.049
S1L2,A01,12218,0.136,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.05600000000000001
S1L2,A01,13159,0.142,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.061999999999999986
S1L2,A01,16951,0.166,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.08600000000000001
S1L2,A01,17903,0.173,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.09299999999999999
S1L2,A01,18854,0.181,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.10099999999999999
S1L2,A01,19804,0.186,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.106
S1L2,A01,20766,0.196,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.116
S1L2,A01,21717,0.202,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.12200000000000001
S1L2,A01,38952,0.331,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.251
S1L2,A01,39923,0.342,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.262
S1L2,A01,40894,0.358,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.27799999999999997
S1L2,A01,41865,0.383,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.303
S1L2,A01,42836,0.397,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.317
S1L2,A01,43807,0.407,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.32699999999999996
S1L2,A01,44777,0.419,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.33899999999999997
S1L2,A01,45749,0.449,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.369
S1L2,A01,46730,0.406,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.326
S1L2,A01,47710,0.451,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.371
S1L2,A01,48682,0.474,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.39399999999999996
S1L2,A01,49662,0.502,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.422
S1L2,A01,50643,0.506,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.426
S1L2,A01,51625,0.503,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.423
S1L2,A01,52607,0.514,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.434
S1L2,A02,0,0.083,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,A02,936,0.084,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,A02,1877,0.086,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.002999999999999989
S1L2,A02,2808,0.088,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L2,A02,3749,0.094,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L2,A02,4689,0.107,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.023999999999999994
S1L2,A02,5630,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L2,A02,6571,0.115,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.032
S1L2,A02,7513,0.117,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.034
S1L2,A02,8454,0.12,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03699999999999999
S1L2,A02,9394,0.122,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03899999999999999
S1L2,A02,10336,0.126,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.043
S1L2,A02,11277,0.128,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.045
S1L2,A02,12218,0.132,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.049
S1L2,A02,13159,0.136,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.053000000000000005
S1L2,A02,16951,0.144,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.060999999999999985
S1L2,A02,17903,0.148,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.06499999999999999
S1L2,A02,18854,0.15,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.06699999999999999
S1L2,A02,19804,0.154,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.071
S1L2,A02,20766,0.157,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.074
S1L2,A02,21717,0.159,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.076
S1L2,A02,38952,0.21,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.127
S1L2,A02,39923,0.213,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.13
S1L2,A02,40894,0.216,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.133
S1L2,A02,41865,0.214,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.131
S1L2,A02,42836,0.215,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.132
S1L2,A02,43807,0.218,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.135
S1L2,A02,44777,0.221,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.138
S1L2,A02,45749,0.227,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.14400000000000002
S1L2,A02,46730,0.227,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.14400000000000002
S1L2,A02,47710,0.229,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.14600000000000002
S1L2,A02,48682,0.233,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15000000000000002
S1L2,A02,49662,0.235,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15199999999999997
S1L2,A02,50643,0.237,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15399999999999997
S1L2,A02,51625,0.239,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15599999999999997
S1L2,A02,52607,0.245,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.16199999999999998
S1L2,A03,0,0.089,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,A03,936,0.09,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,A03,1877,0.091,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L2,A03,2808,0.092,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L2,A03,3749,0.093,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L2,A03,4689,0.101,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.01200000000000001
S1L2,A03,5630,0.111,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.022000000000000006
S1L2,A03,6571,0.123,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.034
S1L2,A03,7513,0.136,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.047000000000000014
S1L2,A03,8454,0.151,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.062
S1L2,A03,9394,0.163,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.07400000000000001
S1L2,A03,10336,0.175,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.086
S1L2,A03,11277,0.186,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.097
S1L2,A03,12218,0.197,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.10800000000000001
S1L2,A03,13159,0.209,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.12
S1L2,A03,16951,0.242,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.153
S1L2,A03,17903,0.25,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.161
S1L2,A03,18854,0.256,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.167
S1L2,A03,19804,0.263,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.17400000000000002
S1L2,A03,20766,0.268,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.17900000000000002
S1L2,A03,21717,0.273,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.18400000000000002
S1L2,A03,38952,0.319,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23
S1L2,A03,39923,0.322,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.233
S1L2,A03,40894,0.323,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.234
S1L2,A03,41865,0.325,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23600000000000002
S1L2,A03,42836,0.326,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23700000000000002
S1L2,A03,43807,0.326,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23700000000000002
S1L2,A03,44777,0.327,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23800000000000002
S1L2,A03,45749,0.329,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24000000000000002
S1L2,A03,46730,0.329,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24000000000000002
S1L2,A03,47710,0.331,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24200000000000002
S1L2,A03,48682,0.331,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24200000000000002
S1L2,A03,49662,0.332,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24300000000000002
S1L2,A03,50643,0.332,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24300000000000002
S1L2,A03,51625,0.334,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24500000000000002
S1L2,A03,52607,0.335,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24600000000000002
S1L2,A04,0,0.08,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L2,A04,936,0.081,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L2,A04,1877,0.083,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L2,A04,2808,0.085,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L2,A04,3749,0.101,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.021000000000000005
S1L2,A04,4689,0.116,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.036000000000000004
