"","compound","plate","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_auc","ave_rel_inhib_off_Plate","ave_rel_inhib","ave_rel_fit","ave_rel_fit_off_plate","ave_rel_fit_to_by"
"148","5-Fluorocytosine","S2L2",0.9225,2.02986692228066e-05,13387.5964790085,9.49040458113809,110389.13625,23.8738443442567,2.70629982927427,0.988507765283242,2.25932444503899,1.17110330929971
"149","5-Fluorouracil","S2L2",0.6255,1.24687368215769e-05,1640.56649660556,16.200588413216,60442.9895,47.1520579049798,20.3428371313457,0.828953022465404,1.53640825635483,5.00964838744455
"150","6-Azauracil","S2L2",0.776,4.43102765000626e-05,5860.22332663065,5.93333762680552,94789.151,-87.8062678039174,-218.410125688702,1.29421362803358,2.40945782817815,1.00931563234021
"151","Azaserine*","S2L2",0.96,2.17776252059816e-05,15363.8425374378,8.92116894086038,107850.93225,18.3273116062056,-4.69858027733948,0.964266535704428,2.20737525385491,1.98336421122027
"152","Benzamidine","S2L2",0.9105,2.26400590971926e-05,44866.7705619119,8.50758446164021,91554.72,15.0929233847673,-8.32269932309813,0.818447772307485,1.87384215495843,1.41923171592714
"153","Blasticidin hydrochloride","S2L2",1.1175,2.65886251990537e-05,32458.9472716236,8.58433907885969,116318.15875,0.284604948327964,-25.189263257024,1.03734371440341,2.38067321109056,1.06608093671931
"154","Caffeine","S2L2",1.015,2.02007478269282e-05,40251.3122405414,9.85234926297828,102208.8525,24.2410792276301,2.53139823234676,0.915451593156172,2.09189931905672,0.917932599197882
"155","CCCP","S2L2",0.3955,4.07220762849436e-05,3461.06527008306,10.1015012443032,42439.93975,-72.5979111028766,-202.006734528574,0.577637812044183,1.07878637986795,1.08406669083201
"156","Cetylpyridinium chloride","S2L2",0.688,2.8143451719695e-05,73052.1507801381,7.8697743100225,77302.58975,-5.54646527744973,-36.8234568079017,0.70020006343295,1.58214509706335,19.8773466871911
"157","Chlorpromazine hydrochloride ","S2L2",1.1005,2.32764233565515e-05,31385.7723339446,8.35038518679452,116343.70575,12.7063647325734,-11.0013040279704,1.04037701925599,2.38119607922376,0.986017001921457
"158","Cinnamic acid","S2L2",0.5065,1.48137580173081e-05,25150.5633017861,16.3028470900671,51596.06825,37.212835822023,9.12645274360833,0.704061248453446,1.31152720787822,0.632673697552662
"159","Compound 48/80*","S2L2",0.2165,8.04685979632951e-06,6598.39570603539,24.500090567043,21640.68425,69.8218393200348,61.7170493705358,0.195538197644816,0.442917922853076,4.72364028056442
"160","Copper(II) sulfate","S2L2",0.0295,2.24248168280894e-06,79038.834978172,123.68897389172,3074.7235,91.5900147065374,89.0108883938948,0.0272853218426671,0.0629300871559798,1.24271259595365
"161","Cycloheximide","S2L2",0.249,6.34381075991369e-06,12154.7612252604,30.7352515282638,28417.37575,73.1121645681439,57.2095482557953,0.392786963127304,0.722344991328359,10.6875872376627
"162","Dequalinium Chloride","S2L2",0.733,1.20785613951984e-05,13749.2513890438,17.0636771664497,78530.7615,54.7017375978903,41.5349893096721,0.700741029645865,1.60728197693889,2.93458618377077
"163","Diamide","S2L2",0.2705,8.49937847494522e-06,25014.2761281249,35.4327032149409,32643.754,68.1247572607476,58.2676527603165,0.284727314934847,0.668116754016536,0.550676097395179
"164","DMSO control","S2L2",0.6775,1.55148609034828e-05,42866.4323628753,12.7533672136486,73537.75475,34.2412561615158,0,1,1.86926580710732,0.696425565364278
"165","DTT","S2L2",0.3735,1.08273455117555e-05,8448.24915866632,19.5523998082305,45543.636,59.3941760063597,47.4942474394496,0.403297503034661,0.932137469557903,8.26303807792944
"166","EDTA","S2L2",1.11,2.24499373432139e-05,28620.4283281131,8.87757362776646,121413.686,4.84737903057675,-44.2089790929419,1.65914150463809,3.08623036596946,0.958012928255425
"167","ETOH control ","S2L2",1.001,3.7607396156327e-05,39355.017507775,5.1270679011325,82961.37275,-70.4669017786416,0,1,1.94623187074088,0.77630881037598
"168","Fluconazole","S2L2",0.692,3.68831754940899e-05,4422.80561510808,9.19834156908486,77079.81925,-56.3269760750004,-117.945449869994,1.05209551077762,1.9593020079531,0.65382543832738
"169","Guanidine hydrochloride","S2L2",0.811,2.06549863991837e-05,35754.2674289202,9.65093040697616,83472.49775,12.4551635969617,-32.6675054123642,1.12139739588229,2.12179833893987,0.832412671335438
"170","H2O control ","S2L2",1.0525,2.09209635473775e-05,26908.9914878094,9.2197342193428,112050.45425,21.5400522076403,0,1,2.2933264899493,1.11065552940248
"171","Hydroxyurea","S2L2",0.1575,4.6371423528075e-06,40074.5902031282,44.7164597101193,14983.5165,82.6093121340664,78.046212325712,0.134623868311703,0.306666273974899,0.313896691316482
"172","Hygromycin B","S2L2",0.6425,1.02020450279232e-05,7880.67678482767,19.3597001636395,59049.17725,61.7392421504172,50.8203779964752,0.521225960652131,1.20855415806703,0.716616491526735
"173","Menadione ","S2L2",0.701,1.33012154508379e-05,16722.8113135486,16.7064603946928,75642.6745,39.7082164803621,64.0922805419966,0.971764433211738,1.77453890913321,9.91149846598883
"174","methylmethane sulfonate","S2L2",1.1365,1.9998223760831e-05,27291.1204967079,9.62790328356327,120421.59075,25.000605796122,4.24202032467382,1.07566791727521,2.46465778186534,1.17204924704358
"175","Miconazole Nitrate","S2L2",0.701,2.36836165167524e-05,5710.99324672311,8.66960553068654,83388.59275,-0.381491099569372,-50.450984184189,1.1362011975558,2.11966554676967,0.818236218871409
"176","Miltefosine","S2L2",0.7065,5.12130334367616e-05,5104.84847337863,5.67596188706074,78243.89175,-117.063160792098,-206.883122453852,1.07124566442151,1.98889171909728,0.990249591275904
"177","Myclobutanil","S2L2",0.8355,2.27913565536947e-05,33028.5871403725,8.95467528126921,72679.17175,-3.30871945748991,38.765121114556,0.894762165020193,1.70501663256169,1.00510755579245
"178","Nystatin ","S2L2",0.6235,1.9351818696292e-05,27204.4069222613,15.4916960236598,63047.3115,17.9785564063555,-40.7593321563652,0.901313939972361,1.60260785793156,29.6319023736027
"179","Pentamidine Isethionate","S2L2",1.114,1.81142038827947e-05,25191.192135672,10.6866415069081,117942.33375,32.0662507859305,13.5296488276251,1.05346185105796,2.41391505358682,1.13884352470532
"180","Poly-L-lysine hydrochloride","S2L2",0.9325,1.44311949934323e-05,84237.027773153,13.3441073001032,73618.5975,45.8786492695744,30.8600771569036,0.661285989891712,1.5067451616303,0.707177363597966
"181","Propiconazole","S2L2",0.6995,2.25560667268976e-05,36255.1300731078,8.55426820688851,68033.4845,-2.24219712695129,40.0411514301807,0.87104575963888,1.59603115790361,5.58592142652863
"182","Sodium Fluoride","S2L2",1.435,2.27564657877656e-05,17000.4446701947,8.71824439593814,161411.65125,14.6563630492761,-8.17677470297017,1.44259600324762,3.30359763443871,2.60524257168695
"183","Sodium metasilicate","S2L2",1.653,3.23720507082667e-05,82401.3477399239,6.68858653868294,131803.18925,-21.4049918279512,-57.193433683884,1.18408458394323,2.69760392664205,2.62005313472937
"184","Sodium Orthovanadate","S2L2",0.2525,6.22485063367054e-06,89402.4485100953,44.1248070968969,14579.39925,76.6549253514544,69.5034101209144,0.128762406059049,0.298395242851699,2.97937991182623
"185","Sodium Selenate","S2L2",1.072,2.05039870638578e-05,30991.5576081486,9.82906818030457,110388.513,23.1038402737828,2.69457156857057,0.985007126604784,2.25931168903773,1.39905436458684
"186","Tamoxifen","S2L2",0.759,2.97990608827446e-05,3002.20111447005,6.48416564544181,95854.97075,-11.7555009274213,-43.0496957781974,0.859408241024082,1.96185499724817,0.722404615465232
"187","Tartaric acid","S2L2",1.023,1.85732704733109e-05,25052.8947525948,10.3756546053999,115843.5475,30.3446120744271,11.1740704792811,1.03639337606487,2.37095938565952,0.975381052827486
"188","Thialysine","S2L2",0.85,1.19551065446493e-05,27652.7215423961,17.1510121076901,74273.61275,55.1647306673472,42.1558333140073,0.657824350323496,1.52015129937602,1.26784931031491
"189","Thiourea","S2L2",0.7035,1.41765318598551e-05,11006.0067056475,16.9752601053206,73751.8835,46.833713127884,30.8329572890333,0.646577734439956,1.50947311411015,0.894154597576326
"190","Triclosan","S2L2",0.7725,5.0053879580613e-05,22307.8645734892,6.39598689641538,90997.202,-112.150161444566,-197.202461367554,1.24479341411405,2.31306978054069,0.683839274394736
"191","Trifluoperazine","S2L2",1.1235,1.89955437976549e-05,16338.9818850927,10.1403392499078,120121.6035,28.7609592514053,8.96212458478674,1.07258317864875,2.45851797001293,1.17377099430476
"192","Urea hydrogen peroxide","S2L2",1.0035,2.06504349729767e-05,25767.4323799217,9.33855215004471,110397.71225,22.5546162728069,1.2823938733388,0.983262825536963,2.25949996925359,1.52790408585176
"193","2-Deoxy-D-glucose","S3L1",0.749,2.509070850854e-05,25915.6869591868,7.8059326677416,87679.36675,37.4484589824026,61.7883401117354,0.681130418086477,1.5047965102319,1.27451092206573
"194","3-Amino-1,2,4- triazole","S3L1",0.594,3.58331076817643e-05,25597.8924897997,5.37777118383684,80070.7965,10.6674845717904,43.6931454555831,0.63676074917901,1.37421447725828,0.964429424737125
"195","4-Aminopyridine","S3L1",1.395,4.45087360051172e-05,27065.5717179382,4.41767855599043,157535.97125,-10.9609967736817,32.5144732047441,1.26813508886799,2.7037099897051,3.55341354400244
"196","5-Fluorocytosine","S3L1",0.8945,4.60183815503076e-05,24881.1698486567,4.34130950890872,108350.076,-14.7245674679836,31.2437509649146,0.859934682226497,1.85955741118717,1.17723516560673
"197","5-Fluorouracil","S3L1",0.7885,7.19828453463561e-05,1769.70480667099,6.19652915843425,95791.281,-354.556017784226,17.723241359906,0.851253839065657,1.85716137886223,8.43039538165831
"198","6-Azauracil","S3L1",0.9365,0.0001145321958378,2257.75026289326,1.69076055608504,128147.172,-623.245915017846,-77.7487034944406,1.14356884763531,2.48446389028679,1.36195398661397
"199","Azaserine*","S3L1",0.5115,1.69675250439245e-05,56179.6792035273,12.1179779539664,50941.0745,57.6996863842682,71.0551941135941,0.404300117457487,0.874275829952467,0.94384284840874
"200","Benzamidine","S3L1",0.7885,4.2861676882751e-05,24233.240128772,4.50228914151626,96659.17825,-6.8548518150399,31.0812811570676,0.78336352774848,1.65891246143703,1.4434326562087
"201","Blasticidin hydrochloride","S3L1",0.9585,4.3897981755759e-05,24363.8084745553,4.40655622368332,116873.38025,-9.43837657874387,28.9806780502864,0.922618014631526,2.00583855995065,1.06938737218015
"202","Caffeine","S3L1",0.857,3.81835920786244e-05,23630.8277736493,5.04282148173134,102845.6575,4.8076890577906,39.325608265536,0.819593911948642,1.76508786770526,0.922386166982596
"203","CCCP","S3L1",1.1865,4.30074321430225e-05,23799.3779447664,4.47798802337303,136789.71225,-171.582583266795,31.6954493791479,1.22655618045433,2.6520218538092,3.6228428738062
"204","Cetylpyridinium chloride","S3L1",0.6645,0.000296698261877374,64889.5738814844,2.77130614909774,54248.46675,-639.673552516685,-494.60529625866,0.395042313737007,0.931038925994878,12.7143971530411
"205","Chlorpromazine hydrochloride ","S3L1",0.932,4.10882948385112e-05,23471.8348797092,4.68912222263042,111995.58425,-2.43378177461503,35.3714512707808,0.896817921736691,1.92212342068246,0.950035114153528
"206","Cinnamic acid","S3L1",1.1795,3.89213839269867e-05,23188.3196328496,4.98513557820443,135551.445,-145.78007717498,35.7681814804535,1.2236633779598,2.6280148451399,1.64998177031057
"207","Compound 48/80*","S3L1",0.1055,2.57107910806371e-05,675.747593391713,74.1650092789753,15366.17825,35.9025831284136,70.9110441857298,0.137306681940827,0.263721925274982,3.42831692967941
"208","Copper(II) sulfate","S3L1",0.0325,1.90118772580491e-06,-854.499200538737,106.98792568402,2013.3325,95.2603083339651,96.7759159141103,0.0159673075606068,0.0345538047574512,0.771769035767455
"209","Cycloheximide","S3L1",0.449,5.60064944873751e-05,1282.627312143,4.91831736038228,47429.8255,-253.668835703007,-7.99626461383676,0.420073212776917,0.919549662612561,21.8863731088685
"210","Dequalinium Chloride","S3L1",1.009,3.85348071512036e-05,23494.0489581317,4.99751655958986,122838.7205,3.93210421685416,38.6568461022073,0.972194663396583,2.10821866969918,4.6062163907382
"211","Diamide","S3L1",0.0725,5.28496965766479e-06,61847.7920462726,57.2772644661672,4646.04075,86.8244853984232,93.1482020030734,0.0383644303126978,0.0797376414331274,0.0698262930067062
"212","DMSO control","S3L1",0.883,7.29934791345377e-05,12374.3402643535,3.07585802061018,116373.61275,-360.937950423643,0,1,2.25620303707985,1.0661942719291
"213","DTT","S3L1",0.0275,1.34280452130597e-06,442.5,163.769360382874,2477.028,96.6523666693391,97.6446291838031,0.0207511063921503,0.0425119754887679,0.508196449515397
"214","EDTA","S3L1",0.9765,3.90862256271533e-05,24783.6924604538,4.92958476244794,116378.6595,-146.821016671494,38.1899922303813,1.02180768894621,2.25630088136266,0.916597869392255
"215","ETOH control ","S3L1",0.83,4.05720682793278e-05,30469.7040499786,4.74687561399506,99719.10725,-108.595083830929,0,1,1.93762671401809,0.943667269363044
"216","Fluconazole","S3L1",1.171,4.39113132560881e-05,23667.1530492742,4.39277939245528,138619.5725,-177.290395973122,28.7206541443176,1.2377963993062,2.68749842066934,1.17730945271495
"217","Guanidine hydrochloride","S3L1",0.6455,3.85901257239959e-05,23844.5874602276,4.99136157234718,84242.147,-143.688253645563,37.8886132330498,0.746923915480366,1.63325158874151,0.832348639042734
"218","H2O control ","S3L1",0.9785,6.94107370632721e-05,24570.4602254066,3.05218620770723,128766.58675,-73.0420870736729,0,1,2.20995563218837,1.25095358822305
"219","Hydroxyurea","S3L1",0.705,2.72601279576726e-05,61167.7343843251,7.23096155240557,71742.48825,32.0400613036125,54.7988650480155,0.511944534848718,1.23127994596235,1.01695494093165
"220","Hygromycin B","S3L1",1.171,4.40283682312625e-05,23925.7588828226,4.37322544689914,137921.4995,-9.76343216527006,30.0971656870985,1.09776925506665,2.36707675735523,1.56312217050389
"221","Menadione ","S3L1",0.041,2.61239519771543e-06,54.1680337887135,73.7178276892039,5112.94725,86.5687696393674,93.5609140445176,0.0512090255916694,0.099348895634696,0.655031665410836
"222","methylmethane sulfonate","S3L1",1.1215,3.94298887962878e-05,23100.0088459683,4.88499784604139,131756.5815,1.70065123825344,37.8651713457656,1.04781734312838,2.26127139588727,1.28151788311418
"223","Miconazole Nitrate","S3L1",0.6245,3.16967587788775e-05,28422.0729205282,6.10322061993269,78129.78725,-100.158140149473,50.6758097573912,0.688446645064871,1.51474770881729,0.768519267138751
"224","Miltefosine","S3L1",0.519,0.000118683596753654,4516.47311029021,1.63525155898646,50575.4205,-649.461109199965,-83.2312496768734,0.477453341597822,0.98053514570201,0.617522541220673
"225","Myclobutanil","S3L1",0.9195,2.26690539358859e-05,44586.1352726807,8.51456036017945,84926.197,-16.5494737307566,44.1566176623839,0.850709163681577,1.65018793855239,1.17892085665531
"226","Nystatin ","S3L1",0.0905,9.90049716561467e-06,2517.16577825415,20.3593498831902,7187.82825,37.4805129745593,82.9207351061164,0.0686519879491492,0.13935461437033,2.74827764946418
"227","Pentamidine Isethionate","S3L1",1.0105,3.82179104479894e-05,23042.650627002,5.05204409612056,117683.82825,4.72213280941836,38.4511042243205,0.93500831397319,2.01974786800487,1.13664615293096
"228","Poly-L-lysine hydrochloride","S3L1",1.0475,3.72444572911661e-05,24899.5294555891,5.17017881194963,116130.805,7.14896723089444,40.7795998677262,0.919082945248868,1.99309411748712,1.11794892420644
"229","Propiconazole","S3L1",0.1895,1.8641634122718e-05,29788.0112185152,21.9853771877962,18604.72725,4.15688927164811,54.5786532022799,0.186561039900915,0.361505608310791,1.50295371539833
"230","Sodium Fluoride","S3L1",0.076,2.89185213160768e-06,99851.4821255843,74.3835658634165,4532.4425,92.790565991171,94.9674904695413,0.0357219355430617,0.0777880122728729,0.07305511530905
"231","Sodium metasilicate","S3L1",1.085,3.76965343200801e-05,107025.377987152,5.62572229857325,86042.14775,6.02193190594127,34.7676220244355,0.596886426608199,1.47669775075169,2.04648198735665
"232","Sodium Orthovanadate","S3L1",0.022,2.67314156394e-06,0,91.5018118902189,2851.7795,93.3358149641041,95.172249369186,0.0214858561993162,0.0489436454506654,0.582517101880269
"233","Sodium Selenate","S3L1",0.647,1.9366416947142e-05,23217.1576768049,9.98244025365183,72326.9405,51.7192101761205,68.7100781839157,0.571282687021325,1.24131060355942,0.916845408198386
"234","Tamoxifen","S3L1",0.963,4.24834526640354e-05,21683.0927993888,4.61461651149909,124790.67125,-5.91193273713542,29.9361528512896,0.977892008362568,2.14171901060743,0.937131484597459
"235","Tartaric acid","S3L1",1.0685,4.29373751831849e-05,23980.174715982,4.48798049487745,122968.46,-7.04356889901313,31.3406151698872,0.968531447134919,2.11044532294812,1.03561075853681
"236","Thialysine","S3L1",0.081,7.64375439974084e-06,140781.559927388,41.4314778206811,5185.98475,80.943996989918,85.5923284855455,0.0399227325012967,0.0890044265051199,0.0876409728644709
"237","Thiourea","S3L1",1.0335,3.98149351471471e-05,23273.7933697052,4.88154237036959,121292.16825,0.740724474875925,38.7275561912691,0.98178750838964,2.08167597767305,1.33130078238556
"238","Triclosan","S3L1",0.882,3.74139195753304e-05,25225.5482831872,5.14682886624021,113640.8675,-136.260767548589,39.988964548841,1.06016895146883,2.20322171264627,0.853467801635919
"239","Trifluoperazine","S3L1",0.981,3.7622271958008e-05,23722.9521120505,5.13200599907397,112993.7525,6.20706917241722,41.310142746766,0.908344977401076,1.93925447619644,1.09339664678682
"240","Urea hydrogen peroxide","S3L1",0.949,3.80488641356725e-05,23533.2883286186,5.088595936826,106984.654,5.1435679926923,38.3277647417795,0.846320772661852,1.83612336579252,1.45161115889288
"241","2-Deoxy-D-glucose","S3L2",0.1475,7.76125836905661e-06,126143.530008303,24.8723868146673,10612.72875,88.8596840721346,62.0776226997491,0.160990679319919,0.111754395385305,0.154604374530197
"242","3-Amino-1,2,4- triazole","S3L2",0.5795,3.47994479678615e-05,20734.6278443954,6.71731892330317,66154.42675,50.0497437344799,-72.3889198182722,0.9997625866602,0.696620835005105,0.849126944674401
"243","4-Aminopyridine","S3L2",0.6705,2.12758023761097e-05,39815.3732299028,9.09248319534968,76263.685,69.4612459966978,-3.90198449368808,1.15872957385623,0.803073573988249,1.71861799278527
"244","5-Fluorocytosine","S3L2",0.695,2.22529411627002e-05,36414.7064746877,8.77732480928126,79148.01725,68.0586854491209,-9.27477650784416,1.20373348168407,0.833446234430464,0.808451010069564
"245","5-Fluorouracil","S3L2",0.669,2.053743326007e-05,19941.45116556,9.41420213695249,79781.67425,55.7404086879663,-10.3473167162214,1.30139494604956,1.00593955407637,8.40099125426157
"246","6-Azauracil","S3L2",0.67,1.5935911958743e-05,14003.3856787642,12.5978646816619,87246.1825,65.6570058416291,14.3765872879462,1.42315565617022,1.10005695849277,0.996118948732944
"247","Azaserine*","S3L2",0.8915,2.24602583901024e-05,1720.30274648148,8.62192445737718,108058.09975,67.7611074919487,-10.1520424946658,1.64020304554236,1.1378758365087,2.02114864313292
"248","Benzamidine","S3L2",0.998,2.42713068969627e-05,32147.2693198576,7.9818263052454,108543.341,65.161573812262,-18.4966516216501,1.64842036524379,1.14298553485181,1.68044540779054
"249","Blasticidin hydrochloride","S3L2",0.531,2.98840652199339e-05,35756.1587828439,10.5029578492196,58356.10475,57.1051610539975,-43.5649543311256,0.884843245955333,0.614502768986512,0.540330924493874
"250","Caffeine","S3L2",0.7375,2.16838625405463e-05,66550.6545371509,9.37550586578249,66701.8,68.8755266541328,-5.3915216288039,1.00944553327649,0.702384797134434,0.592130474720974
"251","CCCP","S3L2",0.028,7.86693721928432e-07,54096.4637380641,246.063864226855,2777.4915,98.3046205346414,95.7731065906332,0.0453063116909409,0.0350204302833481,0.0498961763883429
"252","Cetylpyridinium chloride","S3L2",0.0225,4.13159872179627e-07,24450.4394210624,512.717349525286,2136.20275,99.4069606646329,97.9961536084104,0.0322929223150824,0.0224946903261497,0.503518236825401
"253","Chlorpromazine hydrochloride ","S3L2",0.9015,2.78409102433611e-05,38904.4813255958,6.92952704015764,98422.50375,60.0378545485678,-36.0590854726853,1.49393752995808,1.036410866422,0.832413298750581
"254","Cinnamic acid","S3L2",0.513,1.8064370007212e-05,35809.989951813,10.6667013307451,61319.9205,61.0700313080002,2.94041454827675,1.00024768069919,0.773161682349235,0.754454508374087
"255","Compound 48/80*","S3L2",0.4785,0.000109688453488273,2315.30731247675,1.82474830068402,43893.316,-57.4440596347338,-433.677795233941,0.666358732323867,0.462206385048343,9.42082415890462
"256","Copper(II) sulfate","S3L2",0.8205,3.8424575049109e-05,89444.5834080678,6.33739351589483,54741.1155,44.8463270920489,-85.5011262608247,0.828719635872171,0.576436127741382,22.8492167082999
"257","Cycloheximide","S3L2",0.1935,7.5290258415273e-06,2867.26101426047,59.382977491163,25223.07025,83.7744277727429,59.54665860242,0.411437544470972,0.318028974426066,20.3178932652664
"258","Dequalinium Chloride","S3L2",0.834,2.40296926476485e-05,35569.7638519771,8.06631531596322,92632.43825,65.5083808559195,-17.3057843628385,1.4051916923926,0.975440188245208,3.41131172396034
"259","Diamide","S3L2",0.7365,1.90964519096611e-05,41983.3681560268,10.0835104278603,78362.85125,72.5894310872205,6.57971056966806,1.18950940382327,0.825178261727675,1.22086690699225
"260","DMSO control","S3L2",0.2955,9.82261915473086e-06,24388.5184259257,98.3126695777208,32024.81025,78.8315753046221,47.2232165955575,0.522387209836552,0.403789763064109,0.380701212350195
"261","DTT","S3L2",0.124,4.68047531564368e-06,17696.553102336,43.6653001320182,13900.10425,93.2817629269074,77.2583091747695,0.210951899945273,0.146371190939131,2.63362757439873
"262","EDTA","S3L2",0.248,1.08949954795646e-05,86801.4252416935,45.7739119152499,22163.53875,76.5205300406493,41.4613549034502,0.36153060946604,0.279452399269866,0.177132706506293
"263","ETOH control ","S3L2",0.553,2.00036760981773e-05,35218.4454423911,9.63293541250588,65694.11625,49.7125450777081,0,1,0.731249908976904,0.622551883111663
"264","Fluconazole","S3L2",0.0325,1.69459912135403e-06,0,120.741783911066,3656.631,96.3480215078929,90.8949446806165,0.0596467941755202,0.0461051963642119,0.0318673893809413
"265","Guanidine hydrochloride","S3L2",0.9835,2.48243218250508e-05,33547.9142049887,7.86948878164474,107951.482,46.5018668758708,-33.3807038107422,1.76089953506284,1.36112292309989,1.06702651226603
"266","H2O control ","S3L2",0.5535,2.04532180363499e-05,36515.1489856087,9.4218494427529,65865.8835,70.6419629612011,0,1,0.69358241037315,0.655486143106978
"267","Hydroxyurea","S3L2",0.981,2.29426528453365e-05,32143.161961893,8.44099697775093,108200.35425,67.0686905696382,-12.0176677108911,1.64120567617376,1.13937380804956,2.01706244092697
"268","Hygromycin B","S3L2",0.961,2.30589807031964e-05,36559.6860052907,8.34997790110533,102921.085,66.9017164752133,-12.8453678556522,1.56145809592782,1.08378192805263,1.18952648493607
"269","Menadione ","S3L2",0.941,2.78832152889988e-05,37013.1773888894,6.90530232063678,103327.23125,29.9040873761273,-39.4917868909422,1.57532616397877,1.15014909644055,13.1404037482734
"270","methylmethane sulfonate","S3L2",1.0185,2.56069503760128e-05,33605.8938834886,7.52346799570877,108563.5195,63.2444246057707,-25.3945845843735,1.64689405125729,1.14319801894713,1.06091486995439
"271","Miconazole Nitrate","S3L2",0.851,1.56393984496414e-05,56389.1609498657,12.3612863695026,74643.99575,66.2960129933579,15.9697498650387,1.21758937419134,0.941160341708844,0.736399390101757
"272","Miltefosine","S3L2",0.53,1.5318758147018e-05,37425.245073353,12.6662030879206,61129.17375,66.987015056399,17.6925453369714,0.997136228617507,0.770756622510114,0.759193873222492
"273","Myclobutanil","S3L2",0.775,1.96056352409855e-05,37939.0001472356,9.97252718778757,79215.9725,50.7131842384815,2.25314536855791,1.20874398883637,0.881763481826912,1.13569411887591
"274","Nystatin ","S3L2",0.7245,2.25325382637404e-05,37729.4943651089,8.59360919286959,80341.09625,51.4408192032994,-21.0669855732918,1.31052021159898,1.01299311271012,19.5660213651843
"275","Pentamidine Isethionate","S3L2",0.0915,3.69604808758476e-06,7284.39734193134,58.6484619750595,10059.76275,94.6947851208719,81.7360552795065,0.153058610753931,0.105931540353923,0.0976725873459581
"276","Poly-L-lysine hydrochloride","S3L2",1.0135,2.90239131304659e-05,34878.589811102,6.63540389758695,110133.381,58.3398018257686,-42.0898433962614,1.67165478429246,1.15972900988301,1.06042237742362
"277","Propiconazole","S3L2",0.207,7.10638120685011e-06,10768.0591055103,27.9838244048092,24881.3395,82.1351924093262,64.2675743306606,0.379185883521007,0.276957485436885,2.00776508972405
"278","Sodium Fluoride","S3L2",0.68,1.4476387419844e-05,38684.532119707,13.839051793007,70360.90975,79.2209559735555,28.7503156438792,1.07163162706439,0.740916037062687,1.14427201264623
"279","Sodium metasilicate","S3L2",0.8065,5.06581131959421e-05,10809.1858526055,3.80295522540294,102064.1205,27.2866127531124,-147.718116399327,1.54986041537222,1.07475790116754,2.09184779292691
"280","Sodium Orthovanadate","S3L2",0.311,1.46294436870692e-05,68107.5286653327,15.3239455497467,29416.613,79.0012628399747,27.6219183113256,0.448524232386674,0.309763480961341,5.81116194638914
"281","Sodium Selenate","S3L2",0.8525,1.97190531518568e-05,63758.2958450956,9.89423067024275,77820.9125,71.6957648535599,3.83114445665107,1.1797449212108,0.819471526092685,0.977285555987305
"282","Tamoxifen","S3L2",0.3895,4.84111895024857e-05,1443.96571222253,5.85216485818368,44730.78875,30.511790761708,-132.958093315036,0.679867564465727,0.471025159468439,0.337143550049041
"283","Tartaric acid","S3L2",0.7735,1.82374642814772e-05,45803.0357301461,10.559237460603,77482.97525,73.8224004204216,10.7905095499094,1.17650178024227,0.815912971649095,0.652455616442369
"284","Thialysine","S3L2",0.8265,2.65939733205952e-05,3758.8136525638,7.34092421622335,97998.68975,61.8276765853029,-30.5838379042937,1.48615985426676,1.03194801069078,1.63886625216814
"285","Thiourea","S3L2",0.886,2.21330932618715e-05,46617.3089313589,9.02590884741434,83104.97075,68.2307121250845,-7.70147993185402,1.25966419861415,0.875113835325311,0.956027792771639
"286","Triclosan","S3L2",0.395,1.10120678248732e-05,111908.855887511,20.2396749983386,24807.99475,76.2682310268591,40.8323269717276,0.404666852291258,0.312795430917445,0.186082536534642
"287","Trifluoperazine","S3L2",0.9135,2.63516682768413e-05,51650.2108060755,7.32816469877782,91489.65,62.1754751780023,-28.7444868832752,1.38794456848179,0.963406373668332,0.901022460285904
"288","Urea hydrogen peroxide","S3L2",0.1705,1.17639370830174e-05,835.581432501476,746.91358352734,26303.88525,83.1143392696674,44.1062525187141,0.395976732789291,0.276985765079333,0.452603764999507
