"","compound","plate","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_auc","ave_rel_inhib_off_Plate","ave_rel_inhib","ave_rel_fit","ave_rel_fit_off_plate","ave_rel_fit_to_by"
"151","Azaserine*","S3L1",0.8835,3.67999315497012e-05,23214.9546573108,5.61300430947275,104469.2235,17.4593663100492,18.3808520015878,0.797831742066601,1.33743080053183,2.0245724514522
"152","Benzamidine","S3L1",1.0625,5.05815251896178e-05,23797.6712118648,3.88733846563131,123516.6385,-13.4521442388162,-11.7019229511041,0.963075600704026,1.58127868834074,1.89685294936587
"153","Blasticidin hydrochloride","S3L1",1.1135,5.56262926379873e-05,24002.520032729,3.47294690962116,149304.95975,-24.767336535967,-22.4478855110314,1.16030213358075,1.91142467754454,1.35864410591242
"154","Caffeine","S3L1",0.9645,4.6502652111565e-05,24949.9798630116,4.14045459069276,127148.156,-4.3034106834655,-2.15301150716257,0.990898281881254,1.62776992465371,1.14091258721666
"155","CCCP","S3L1",1.036,2.72278581097374e-05,4485.01879444911,18.0400183188403,60047.1905,18.0618279467493,43.5775644315216,0.419672495321575,0.800944871054522,1.43003504757635
"156","Cetylpyridinium chloride","S3L1",0.9485,3.76331020727904e-05,36294.2345010718,5.1330353108716,107611.92775,15.5906013408891,17.5154854787705,0.826077519338267,1.37766417568382,26.33007257316
"157","Chlorpromazine hydrochloride ","S3L1",1.114,4.99411406885035e-05,23215.6329144458,3.85546735393982,143388.91375,-12.0157898679986,-9.7180319591673,1.11333931052404,1.83568656183275,1.2143605899937
"158","Cinnamic acid","S3L1",1.0075,3.48596937205649e-05,22994.6879648231,5.52335914784317,104758.536,-4.90504138398501,23.4725627660248,0.728867474282697,1.39733118918162,1.2817969637263
"159","Compound 48/80*","S3L1",0.393,1.0105423022641e-05,28711.3912149563,23.1268621087644,26140.57825,77.3339790356057,78.1519611433206,0.204939293363378,0.334655636597725,5.64238649053135
"160","Copper(II) sulfate","S3L1",0.2725,2.58148025816294e-06,57808.6930754289,87.6185717808378,14512.5775,94.2098529156477,94.411593554007,0.112408485249544,0.185792212226075,5.57998692193637
"161","Cycloheximide","S3L1",0.2925,6.32386625175659e-06,43076.5820099427,33.6753422490755,21157.78525,80.969269088674,86.4280636889142,0.147605347953695,0.282215028509294,10.4312656079829
"162","Dequalinium Chloride","S3L1",1.016,4.56899648701006e-05,20850.3422443236,4.21446560654224,135435.353,-2.48058881729944,-0.32204843693243,1.05177321374458,1.73386387411122,5.11045258465219
"163","Diamide","S3L1",0.147,7.99704714813459e-06,19998.208051898,26.5448831943414,10378.39675,82.0629737214606,82.2340146098937,0.0788170961012083,0.13286580495728,0.165266798957055
"164","DMSO control","S3L1",1.1975,4.57966591892351e-05,23191.0494872589,4.22594132038035,143759.028,-37.8182053464442,0,1,1.91754277236973,1.39206717666994
"165","DTT","S3L1",0.366,1.91443210363997e-06,11011.761977107,113.016063996792,19176.387,95.7060126925124,95.7427311916959,0.146630424765478,0.245499006860314,3.56632949327066
"166","EDTA","S3L1",1.0125,4.22767415992607e-05,21002.7111174524,4.55432713188921,133734.54925,-27.2255391169458,7.22660687419305,0.930653790180867,1.78383035763473,1.05505148870417
"167","ETOH control ","S3L1",1.155,7.31690172605503e-05,28172.5617366099,2.63431159300342,143774.38925,-27.2514073161772,0,1,2.22139785775646,1.36802727466763
"168","Fluconazole","S3L1",0.7545,2.51006224770456e-05,16043.9693233893,7.67696492804455,85038.34875,24.4634258457398,44.7962650614087,0.594029766102504,1.13429169136994,0.711884131393792
"169","Guanidine hydrochloride","S3L1",1.139,5.02826603616336e-05,25417.9620452081,3.83009185931482,140439.5525,-51.3181558167904,-10.4844049492371,0.977622359714266,1.87326564875783,1.38669419945158
"170","H2O control ","S3L1",1.1095,4.55906937037381e-05,19301.4039225725,4.22917097470887,130093.77425,-2.25792794175854,0,1,1.66548017502384,1.27517243369215
"171","Hydroxyurea","S3L1",0.59,2.28606436373318e-05,17519.2040096992,36.9614512873179,66695.8505,48.7245782009931,51.4374686059239,0.481037699233742,0.85385036604935,0.922198965025409
"172","Hygromycin B","S3L1",1.0665,5.07973115402914e-05,23889.1120887912,3.83954817768871,137505.1605,-13.9361435664286,-12.0490418451473,1.06747170660662,1.76036186279084,1.56186412771605
"173","Menadione ","S3L1",0.385,1.43012945858746e-05,38871.6482162178,18.7655273039893,22606.991,75.1279991090305,80.7757908599635,0.155714808026634,0.349291147329423,2.91022249970357
"174","methylmethane sulfonate","S3L1",1.0735,5.26200759049509e-05,20803.4110491613,3.65916583726209,144647.078,-18.0245241527691,-15.6016513495072,1.12386505726435,1.85179377086239,1.4067680282979
"175","Miconazole Nitrate","S3L1",1.204,5.47266462059672e-05,21220.2914105314,3.85367829732274,152234.11925,-64.6916674330051,-17.5769729239506,1.05939707215218,2.03058854206992,1.4886977281027
"176","Miltefosine","S3L1",1.146,5.42333896130208e-05,23593.7108216698,3.77371432025476,132657.626,-63.2072853925102,-16.9579140524389,0.924460129098401,1.76946571964877,1.70155769081555
"177","Myclobutanil","S3L1",0.9525,1.4369619953463e-05,18563.6130567805,13.4089473562436,83436.88275,75.0091715026672,80.3572226010023,0.573585875775049,1.28914832165581,1.12703290189399
"178","Nystatin ","S3L1",0.285,8.71265229215294e-06,44049.2287095985,23.0392282994327,32443.40725,73.7805743045477,80.6004975608606,0.223698818814213,0.432749316330139,12.88549952265
"179","Pentamidine Isethionate","S3L1",1.0475,5.3947010843741e-05,20779.5827730818,3.58938962086837,140026.17325,-21.0007810668654,-18.8284691888046,1.08624803860564,1.79263624932712,1.35220429052643
"180","Poly-L-lysine hydrochloride","S3L1",1.0055,4.47961131022601e-05,24176.1619263258,4.29824271648836,127926.52825,-0.475718475549161,1.58899087678561,1.00344288956242,1.63773476392935,1.22965183303526
"181","Propiconazole","S3L1",0.5585,1.39472953361176e-05,40499.1363216232,13.928518908349,54595.76775,75.7436545381589,80.858333437681,0.378952137594262,0.843536336026684,4.42147397608959
"182","Sodium Fluoride","S3L1",1.1735,3.34596909383765e-05,16805.5834827233,6.23984363048404,138559.28925,24.9513796134785,27.2726343668113,1.01628281676929,1.77385697848849,2.20759565935971
"183","Sodium metasilicate","S3L1",1.547,3.16048247558158e-05,31773.541972035,8.21106657870363,159160.04875,29.1117631704925,29.2602853908595,1.27680618619354,2.03759101753444,3.05739011965531
"184","Sodium Orthovanadate","S3L1",0.8915,6.19394603234165e-06,8343.91904774902,36.1453838437594,43890.70525,86.1072505023454,86.2044920739882,0.343384074877081,0.561895447211917,8.81135725869087
"185","Sodium Selenate","S3L1",0.9255,4.25311160303556e-05,19962.4034315072,4.53751413709999,118688.021,4.60457069206469,6.41238120867712,0.915174520017911,1.5194619967628,1.50161102334756
"186","Tamoxifen","S3L1",1.0675,3.84594492093002e-05,25089.0170305454,5.03501176907082,138876.377,13.7371409287882,15.2850599255073,1.07851224149025,1.77791638382447,1.04471589731798
"187","Tartaric acid","S3L1",1.0665,4.86421332686965e-05,22424.386311917,3.95904912919296,142869.51175,-9.10217315504342,-6.89715162246213,1.11026180115144,1.82903709886763,1.20301544443408
"188","Thialysine","S3L1",1.006,3.15572083385073e-05,37949.8401506476,6.40827892254746,103878.0055,29.2185647077013,30.1167783003888,0.809875319562284,1.32986193827233,1.68482667826218
"189","Thiourea","S3L1",1.054,5.28169297446881e-05,22644.5508797863,3.66046968724818,141532.59025,-18.4660586880784,-16.2908430115996,1.09922077254965,1.81192162761123,1.58134893021618
"190","Triclosan","S3L1",1.1575,4.41110191419847e-05,21983.0713302231,4.40603861680153,144894.39475,-32.7455234022829,3.85391391588193,1.00803067075234,1.93268696425625,1.08890875833939
"191","Trifluoperazine","S3L1",1.1395,4.7163031053582e-05,24361.6398280688,4.08705223514004,146060.84075,-5.78461170896113,-3.46382946390524,1.13160067575574,1.86989297542376,1.42715716290909
"192","Urea hydrogen peroxide","S3L1",1.0335,5.39080709335445e-05,22248.3973484926,3.60858835802757,138590.6175,-20.9134405548565,-18.8576235965242,1.07264694947238,1.77425804748349,1.88151179928496
"193","2-Deoxy-D-glucose","S3L2",0.869,3.2100549045449e-05,23200.0472339003,6.07068282225008,108343.64625,54.8174033331537,24.8781852098403,0.826064240199301,1.34340932364317,1.57829281864658
"194","3-Amino-1,2,4- triazole","S3L2",0.9195,4.83869414127915e-05,27088.1539587116,4.42080818889703,120965.63225,31.8937612343914,-13.1256817319181,0.92481577477775,1.49991590489822,1.50118160151317
"195","4-Aminopyridine","S3L2",1.151,3.75400788912928e-05,32250.0192878877,5.32999560564922,128170.1755,47.1610831021801,12.0236720040497,0.98029703416052,1.58924879067084,2.83816281637074
"196","5-Fluorocytosine","S3L2",1.0395,4.09850398083271e-05,17653.8238649994,4.70589875303077,134332.4035,42.3121853644177,4.01894361507409,1.02212692832666,1.66565746654753,1.4609106425215
"197","5-Fluorouracil","S3L2",0.9675,5.65653060273981e-05,15656.2795449771,5.72790999349876,129173.69025,-11.9911796026795,-39.3285569654253,0.938308985250284,1.76450524932828,11.2276040006936
"198","6-Azauracil","S3L2",0.994,4.67851869428281e-05,31070.7361889961,4.3824261632341,123824.98675,7.37205114524842,-10.1390422678313,0.901428170310417,1.69144226425303,1.34158268760817
"199","Azaserine*","S3L2",0.962,3.89571778587884e-05,23232.6432462061,4.95133287669919,117690.13275,45.1664688980833,8.7674168363299,0.894189931332448,1.45930127985842,2.13755521831206
"200","Benzamidine","S3L2",1.01,4.33605510946411e-05,21490.952552909,4.44384392959144,128225.35525,38.9685737590491,-1.51137850678324,0.977067811572181,1.58993299314317,2.0452717442491
"201","Blasticidin hydrochloride","S3L2",1.0535,4.03908143000398e-05,23123.8275640613,4.76969086944055,134627.3385,43.1485776464339,5.41824353227946,1.02464093971295,1.66931451929204,1.2293244337149
"202","Caffeine","S3L2",1.099,4.56499396905642e-05,21068.872466863,4.21954902711246,135113.11275,35.746182721537,-6.89514417761696,1.02769863015517,1.67533788733643,1.2113813009398
"203","CCCP","S3L2",1.0315,1.77598633503934e-05,4601.78536603659,10.8414212876115,83236.27925,64.8380219983326,57.6557267569188,0.604330473414172,1.13700283228674,2.1930196281452
"204","Cetylpyridinium chloride","S3L2",0.362,2.38945121461579e-05,91690.2129236159,10.2307144168728,25618.80325,66.3676747920307,43.9326552790781,0.193645324752611,0.317660890489274,6.52163821080883
"205","Chlorpromazine hydrochloride ","S3L2",1.112,4.81968885512804e-05,19829.0975432054,4.00146225827452,140630.788,32.1612669949589,-12.8268787334936,1.06939605413703,1.74375441781373,1.1916905690698
"206","Cinnamic acid","S3L2",1.0205,0.000101716507258635,7996.53243060629,1.90360974787986,128319.59825,-101.384071491482,-143.491931881452,0.93141554360312,1.75283840126895,1.56758375801513
"207","Compound 48/80*","S3L2",0.1725,1.33746869121802e-05,97461.8826263538,16.8043302678313,12659.52275,81.1746807369933,68.6289870638973,0.0953191791825037,0.156972018977281,2.78252309833957
"208","Copper(II) sulfate","S3L2",0.055,1.42665425430414e-06,15762.562580827,143.238761050978,4764.5065,97.9919364100595,96.6633876355707,0.0367068590125455,0.0590775986982115,2.13006060638819
"209","Cycloheximide","S3L2",0.338,1.25633013388307e-05,8392.02674985924,15.6923354804303,40268.23825,75.1264682284564,70.2785839714117,0.292199896348052,0.550061840269573,17.4360906642946
"210","Dequalinium Chloride","S3L2",0.964,4.04138437750447e-05,83145.6464211,4.76438115269638,118534.24525,43.1161628899411,5.37742620048301,0.90261962066698,1.46976787058112,4.42379864670442
"211","Diamide","S3L2",0.9155,3.62449534631097e-05,57051.5894773302,5.34591294415707,89487.03825,48.9840154692161,15.1675267976659,0.68434504700026,1.10959641558365,1.43070812839778
"212","DMSO control","S3L2",1.0315,4.20484875013696e-05,18938.8883418149,4.59130217646944,137764.90275,16.7500355517211,0,1,1.88186072260621,1.33601989058138
"213","DTT","S3L2",0.127,8.49790163317713e-06,27891.9370738109,24.0574111255226,9334.706,88.0389191641938,80.0805282278348,0.0716113530860552,0.115745883657371,1.64688850416519
"214","EDTA","S3L2",1.06,3.9278557632582e-05,20085.8422528972,4.94067246155528,134567.51125,22.234098755975,5.90796330764947,0.976377901875882,1.83818453688302,1.06251176540584
"215","ETOH control ","S3L2",1.075,6.95957726957249e-05,32017.5005835931,2.95929275758367,126862.7435,-46.0964384448325,0,1,1.63535829995097,1.19812574337936
"216","Fluconazole","S3L2",0.8495,3.3098188298914e-05,15779.1100235462,7.07059919680489,104496.9675,34.4703421473298,22.7931763674509,0.757535968801668,1.42742262248436,0.892036156020627
"217","Guanidine hydrochloride","S3L2",0.9275,4.48333451581622e-05,24093.9798507765,4.34308249293408,119524.52225,11.2364174717853,-7.49321373045704,0.870373181742414,1.63269816419586,1.18403516072048
"218","H2O control ","S3L2",1.0675,4.27103864284056e-05,18672.3457125613,4.50815640334714,131489.9515,39.8837022772548,0,1,1.63041242310495,1.31506138098519
"219","Hydroxyurea","S3L2",0.52,4.21058566262734e-05,92748.5403307149,5.76812866714533,63392.0905,40.7345981975755,1.62332678273847,0.490661904442344,0.786031561337928,0.81292432714786
"220","Hygromycin B","S3L2",1.0835,4.5067871501807e-05,21004.6642882926,4.34244325362895,137240.27875,36.565463169606,-5.58481215216123,1.04457615656856,1.70171372695644,1.56603168215626
"221","Menadione ","S3L2",0.2695,2.53836643819714e-05,126610.897246741,7.5958486007068,23647.63675,46.714249770622,60.6138112925892,0.186649475930854,0.304836218785841,3.0385093698263
"222","methylmethane sulfonate","S3L2",1.1135,4.67904064132213e-05,20391.4202815128,4.11992376214619,137475.9505,34.1409376564505,-9.57294929725186,1.04611299835412,1.70463594378435,1.33823493284407
"223","Miconazole Nitrate","S3L2",1.1765,6.63952442409102e-05,13851.8993912412,3.26830495334373,160865.051,-31.4530450687562,-61.0743139030718,1.16567587994847,2.19740743160321,1.55999371233643
"224","Miltefosine","S3L2",1.1115,3.92187663910457e-05,25536.5365484061,4.91119162735627,147557.0005,22.3524768244383,6.38728881512069,1.07253424894539,2.01562021998041,1.88258215691909
"225","Myclobutanil","S3L2",0.9845,2.61280128585556e-05,62714.8674135046,7.43559386844124,87896.09325,45.151702834528,60.8109470551013,0.693638345916257,1.13304821939037,1.208800129891
"226","Nystatin ","S3L2",0.377,1.57983088209851e-05,4649.63569315564,12.3498743966892,53695.33025,68.7216181640991,62.104121168922,0.390769194293514,0.733475152000162,14.4683756978744
"227","Pentamidine Isethionate","S3L2",1.074,4.47618089918628e-05,19396.2206424392,4.30211286426406,131901.12475,36.9962563913069,-4.81146500748912,1.00370236866891,1.63551077447858,1.27356068029289
"228","Poly-L-lysine hydrochloride","S3L2",1.1055,4.74606010732048e-05,21529.9606446656,4.06187548180389,134763.25725,33.1976162519651,-11.1060712212792,1.02626360230584,1.67099984669542,1.29768404315605
"229","Propiconazole","S3L2",0.3285,9.49976561221834e-06,17318.6398226406,22.3066005992298,29920.1045,80.0579565647807,84.2727010984547,0.236006760269473,0.385693150562169,2.42231155849603
"230","Sodium Fluoride","S3L2",1.247,3.81127301579028e-05,13880.2276170618,5.06278642309988,105023.32025,46.3550572870651,10.7821595537698,0.795667893983048,1.30223887147247,1.70250347592974
"231","Sodium metasilicate","S3L2",0.3945,6.82875354818408e-06,13989.4113889873,31.3651437379651,26933.1615,90.3883009331693,83.9873509452338,0.202143581217361,0.333958303293556,0.484941902928412
"232","Sodium Orthovanadate","S3L2",0.749,4.06623983370525e-05,51166.665258508,5.11525237496693,72237.4225,42.7663140288203,4.67148678787919,0.548878023906723,0.895709441774957,14.5147185775843
"233","Sodium Selenate","S3L2",0.9715,3.91481517767095e-05,24861.3442315929,4.97128525785313,125959.669,44.897666719806,8.29412295407355,0.957822709537181,1.56183956876574,1.60288720067622
"234","Tamoxifen","S3L2",1.102,3.56496716077932e-05,30077.8735452468,5.46486394031752,140879.277,49.8218945950147,16.5720460380178,1.07301271369295,1.74683556240298,1.05858125274394
"235","Tartaric acid","S3L2",1.063,4.28216991594994e-05,18207.8303767738,4.49678257498138,136751.03125,39.7270258844063,-0.267479060046854,1.04054294986658,1.69564729227551,1.15155391939035
"236","Thialysine","S3L2",0.9165,2.81849447995175e-05,40557.2329834744,8.03910898649252,103147.19475,60.3287473011473,33.8879806695392,0.785398560284443,1.2789758138197,1.69765713659278
"237","Thiourea","S3L2",1.0975,4.79924679622779e-05,20805.0810712249,4.01486604379541,141590.01875,32.4489958126256,-12.383969220437,1.07849846131872,1.75564841970196,1.59729990115296
"238","Triclosan","S3L2",1.185,8.40225612781222e-05,8648.51486090174,2.32697874285449,160580.15725,-66.352600412302,-99.080118554038,1.16743945971875,2.19351579920963,1.20694931281364
"239","Trifluoperazine","S3L2",1.1315,4.99302411032268e-05,20784.0588455745,3.86240508474711,141981.6845,29.7215152908631,-16.9287114720785,1.07995161423367,1.76050488741847,1.383576099799
"240","Urea hydrogen peroxide","S3L2",1.0025,3.67496995979169e-05,36224.3027356073,6.7040046303017,115830.11175,48.2735683987982,13.76591238482,0.876702654942065,1.4362379102926,1.44806127787114
"241","2-Deoxy-D-glucose","S4L1",0.9375,1.68937791513279e-05,24546.743785942,11.5808104151048,101137.46775,75.7510924115449,47.0958535266593,0.867573205992754,1.06500004150224,1.47930685081414
"242","3-Amino-1,2,4- triazole","S4L1",0.801,1.73382384849093e-05,31328.8294724362,11.1072880797229,74311.3545,75.1131266129926,47.2889470459962,0.637469686376913,0.782515099371644,0.89976788029522
"243","4-Aminopyridine","S4L1",1.0785,2.15619238179664e-05,42887.733853342,8.98667371465631,101626.1475,69.0505544432857,35.3646590941457,0.87186609527541,1.07014594801552,2.27702474297112
"244","5-Fluorocytosine","S4L1",0.8635,2.47708032363654e-05,23496.3162520193,7.8261963946796,111087.00875,64.4446092736321,23.1287853929686,0.951776748065053,1.16977092230104,1.20410733719245
"245","5-Fluorouracil","S4L1",0.5425,1.76309291171758e-05,71857.836412252,11.5931804358895,55254.07,62.0041264506597,58.6734059596978,0.659718538892324,0.696679470056429,4.25309440296674
"246","6-Azauracil","S4L1",0.9415,6.78967442172905e-05,11165.6713832914,3.49105696448749,115016.65225,-46.3221870241012,-34.443723997355,1.28909211522895,1.4502052127055,1.23646807911584
"247","Azaserine*","S4L1",0.8535,6.3255831932785e-05,39412.2483030311,3.5493646189485,100319.826,9.20416271403731,-108.451903185364,0.859426817365718,1.05639009192513,1.85285168720788
"248","Benzamidine","S4L1",0.8325,2.54560195721724e-05,28397.0294771094,7.56449790028458,99285.54425,63.4610669024288,22.5444904658829,0.845212038070353,1.04549887493918,1.4537192865786
"249","Blasticidin hydrochloride","S4L1",1.0045,2.91229833315225e-05,28036.5868486928,6.61327803692707,118936.68825,58.1975989398026,11.5160557780168,1.0183457086981,1.25242979422321,1.08117536335576
"250","Caffeine","S4L1",1.0355,3.0367003527304e-05,33739.8432790882,6.34061601902025,115812.7135,56.4119634999487,7.29761201207153,0.991739057226053,1.21953364492841,1.03858305666773
"251","CCCP","S4L1",0.473,1.24700425594738e-05,1612.10978977365,15.5856755472251,41035.79975,73.1261944792757,62.8118066805192,0.419835130050782,0.517406215020391,0.921213395427704
"252","Cetylpyridinium chloride","S4L1",0.868,2.64569758215064e-05,45325.7388275334,7.72037358972789,89081.99675,62.0243193651983,23.446072515605,0.760275589145144,0.938053249171372,22.277702821826
"253","Chlorpromazine hydrochloride ","S4L1",1.0245,3.03915322590691e-05,28946.1998097359,6.33776136197113,119844.61425,56.3767555725509,7.70621772597405,1.02593540155101,1.26199045704375,1.0157626653962
"254","Cinnamic acid","S4L1",0.605,2.77045858355723e-05,47616.0895008479,9.70095041153222,62190.5825,40.2946984161055,50.3445789639298,0.666362224507275,0.784139558562847,0.774850476550109
"255","Compound 48/80*","S4L1",0.257,1.58305434598603e-05,45435.0956210983,15.353624119721,18308.90775,77.2772343005915,56.4252871474963,0.161042451884982,0.192796872884042,3.78664811081142
"256","Copper(II) sulfate","S4L1",0.075,2.20099744203881e-06,67511.3991590889,93.8477740389434,6166.28875,96.8407433827362,93.6614678956009,0.0529025570289327,0.0649323927201529,2.38204381210691
"257","Cycloheximide","S4L1",0.3365,1.60326008793112e-05,3024.4926111945,12.0096559733516,49751.3055,65.4486345201229,55.272979669869,0.56448349068162,0.627297014506905,22.4192828518431
"258","Dequalinium Chloride","S4L1",0.906,1.66149188996309e-05,21354.2984034254,12.5781034366788,104996.34375,76.1513614344154,52.3680285873907,0.901411113101709,1.10563486449693,3.90736318154912
"259","Diamide","S4L1",0.458,1.41387929049541e-05,89494.3096258584,15.0957782642484,25418.4775,79.7055306871589,54.0014256969919,0.218185362448491,0.267662224442274,0.396978318173717
"260","DMSO control","S4L1",0.7615,6.57133058757452e-05,26119.8938972858,5.39022824811376,97474.699,-41.6167261503848,0,1,1.22902478755375,0.86360095133184
"261","DTT","S4L1",0.4255,1.36117021210581e-05,64672.8614501227,14.9011775879171,23851.08825,80.4621036004739,56.4934670070868,0.20495337145221,0.251157266849046,4.49272602844819
"262","EDTA","S4L1",0.9505,2.8921032562586e-05,27151.4007417371,6.72356223738428,118065.291,37.673171455618,13.6116323249069,1.35257680715464,1.48864444494203,0.931870562171189
"263","ETOH control ","S4L1",1.078,2.45912444900861e-05,33161.467612165,7.82973615045096,118474.24675,38.1798079158589,0,1,1.31875253215001,1.12639777957273
"264","Fluconazole","S4L1",0.8885,1.53366712545331e-05,15350.999297609,12.5543035182776,102095.0215,66.9484110688554,57.0259391766488,1.12410974368202,1.28728083694142,0.859777931665466
"265","Guanidine hydrochloride","S4L1",1.017,2.68831736921485e-05,29569.855784745,7.20954523142416,112363.6745,42.0648984847461,20.6166963311159,1.26530310173978,1.41675473325772,1.11028094980713
"266","H2O control ","S4L1",0.923,3.43595973724825e-05,29685.7416258158,5.87161387812671,116814.5225,50.6810942656153,0,1,1.23008291663071,1.17071085712675
"267","Hydroxyurea","S4L1",0.7575,1.9563764537599e-05,81323.7451714839,10.1910825923143,69690.543,71.9186622421754,42.6991013865834,0.606215198002559,0.733856926008646,1.10779665877098
"268","Hygromycin B","S4L1",0.9495,1.529342249107e-05,60537.1049481925,12.5997841757484,77236.14475,78.0482042901567,53.0814136973244,0.661469500676895,0.813313791556967,0.875169356106457
"269","Menadione ","S4L1",0.5075,1.26613043807167e-05,44616.178207494,15.5460475207569,34067.21025,68.1706117326743,48.5373487419653,0.285741887284503,0.379206629397493,4.37551308806995
"270","methylmethane sulfonate","S4L1",1.019,3.04455372945453e-05,28368.4525084016,6.40070341511418,120835.28,56.2992380968669,9.32459025864241,1.03495771883046,1.27242238784384,1.17509835674521
"271","Miconazole Nitrate","S4L1",0.884,2.47152108525775e-05,32032.2162392385,7.81679292744525,103816.7485,46.7370085797134,28.0919485285948,1.18663602043799,1.30898949756935,1.01372052290061
"272","Miltefosine","S4L1",1.009,2.8751827362492e-05,36422.9541455181,6.81747249712709,119650.3615,38.0378203827355,26.7478820706193,1.34958540867781,1.50863005099679,1.52696385091302
"273","Myclobutanil","S4L1",0.986,1.73880742426175e-05,41862.8579753642,11.2705235260521,98610.292,56.2879345091593,29.2601453097368,0.828584831418065,1.09764422090366,1.360152801046
"274","Nystatin ","S4L1",0.379,1.14398273093331e-05,5152.84334271888,18.3904820846831,45583.3705,75.3463797067698,61.6728501373948,0.53395030607638,0.57474496273896,14.2004471816353
"275","Pentamidine Isethionate","S4L1",1.007,2.85054901069369e-05,26879.6030397037,6.76674518833154,120058.306,59.083933252886,13.8606101321075,1.02839430569524,1.26424067872402,1.15978486408738
"276","Poly-L-lysine hydrochloride","S4L1",1.0445,2.86325987147234e-05,35134.6670334123,6.7250576948989,113600.41025,58.9014847399568,12.8482970195393,0.972607875830228,1.19623759940264,1.09298892178434
"277","Propiconazole","S4L1",0.4,7.60257895301173e-06,17855.589585218,30.1366885147504,41846.255,80.8877955973513,69.1243973953571,0.364093627371354,0.465796206822012,3.32879729395694
"278","Sodium Fluoride","S4L1",1.557,3.30445976392496e-05,67247.5925228189,5.82974967208108,151252.944,52.5686119562618,-1.26337579785928,1.2935467025409,1.59272715859881,2.44396704905652
"279","Sodium metasilicate","S4L1",0.78,6.2148467279726e-06,18561.8830051794,31.2740996923196,48773.65275,91.0793646209602,81.4396271830941,0.419408937128101,0.513597417045928,1.02164730410884
"280","Sodium Orthovanadate","S4L1",0.8965,8.44370305606226e-06,57161.9368783159,24.663336343778,43863.042,87.880120056221,75.7612430926418,0.377001472501579,0.461887593091478,8.86931724198948
"281","Sodium Selenate","S4L1",1.01,2.7122430630644e-05,34588.5608396931,7.11747449051684,107201.07725,61.0691421945648,16.3877728421578,0.917160286879224,1.12885119887071,1.36629127362244
"282","Tamoxifen","S4L1",0.418,1.8917195315209e-05,49593.2364138878,10.1892558299497,50072.441,72.8467315144698,41.9032699492248,0.429391816232238,0.527273946337444,0.376469984892236
"283","Tartaric acid","S4L1",0.9385,2.73702967583578e-05,24925.5646943625,7.10427320737179,118820.48425,60.713361361194,14.7683239070368,1.01740606880672,1.25120614024436,1.00049266469822
"284","Thialysine","S4L1",0.9145,1.74783700242928e-05,38581.8636083079,11.0387277500768,89071.5355,74.9119853101319,46.1818193694725,0.763192669391306,0.937943089880933,1.45552221374306
"285","Thiourea","S4L1",1.0135,3.03458904305501e-05,29512.030500067,6.34682047379747,118877.722,56.4422687103759,7.80503521745023,1.01803503691923,1.25180886648896,1.32617586213105
"286","Triclosan","S4L1",1.02,5.92669488881781e-05,20437.8063523013,4.94176751944881,120786.87425,-27.7243803003358,-0.308508950707464,1.35330421685088,1.52295994742582,0.907896728147678
"287","Trifluoperazine","S4L1",1.0175,3.08353926351897e-05,28234.4976132426,6.24551840671072,121403.51675,55.7396495025405,6.26328148635408,1.03956722881245,1.27840604727092,1.18179265391688
"288","Urea hydrogen peroxide","S4L1",1.0015,2.86632599503104e-05,31240.2650709884,6.7748070349497,108227.98525,58.8574743701256,10.8705655185363,0.92407373050433,1.13966476862828,1.41210002986593
"289","2-Deoxy-D-glucose","S4L2",0.868,3.25393033909673e-05,24558.9214502073,5.96033470984806,111925.7755,18.8789917968495,29.4409224134842,0.912671265986527,1.92092532850551,1.63163932602698
"290","3-Amino-1,2,4- triazole","S4L2",0.9895,4.62314949281117e-05,25287.4318831905,4.17798198958958,113906.9835,-15.2558625563058,-0.0781874034438461,0.929773412000503,1.95492779675946,1.37762250751676
"291","4-Aminopyridine","S4L2",1.7045,5.37314356047461e-05,20720.7982989046,3.88693954777585,182713.6265,-33.9533356350101,-13.985451210242,1.49585080867743,3.13582131943276,4.13990044581907
"292","5-Fluorocytosine","S4L2",1.01,4.73029385985826e-05,22266.4851509281,4.07054735429752,135410.90425,-17.9269889088635,-2.09287315302873,1.10643143710904,2.32398868417632,1.44829644317009
"293","5-Fluorouracil","S4L2",0.7885,1.19805675016948e-05,21693.1524750514,16.5548486607455,80138.82775,24.3453210530642,77.773305702885,0.523576519516543,1.55369814758603,5.54937322786561
"294","6-Azauracil","S4L2",1.0515,5.71293594573177e-05,17560.1161251131,3.98869069044852,136253.13275,-260.759483853836,-11.2447045725064,0.893423308006351,2.64161887439723,1.41418450955244
"295","Azaserine*","S4L2",0.9545,3.31585028199665e-05,23200.6441191805,6.01805245946302,115093.1775,17.3353176328484,27.660495096996,0.94181348656196,1.97528584287477,2.03990534942037
"296","Benzamidine","S4L2",0.9565,4.58397564441495e-05,21870.8285740017,4.23182129415666,115658.94925,-14.2792521971607,1.61353619310328,0.945929756083365,1.98499589652303,1.74254549882447
"297","Blasticidin hydrochloride","S4L2",1.119,4.3366991584899e-05,20605.1182110449,4.54210780157591,142114.37375,-8.1146095180735,7.27771960022326,1.16162975064407,2.4390369319449,1.28575211672328
"298","Caffeine","S4L2",1.113,4.51251407112418e-05,21638.2377471892,4.42543193945444,134830.01525,-12.4977036484784,3.74709518627716,1.10304491213713,2.31401918083211,1.21252662651113
